representation,variant,features,role,split,horizon,context_length,tolerance,signal,n_seeds,mae_mean,mae_median,rmse_mean,rmse_median,rmse_q1,rmse_q3,rmse_min,rmse_max,rmse_ratio_vs_reference_mean,rmse_ratio_vs_reference_median
first_difference,,,baseline,validation,4,128,,first_order_response,5,0.02053849517589282,0.02017941862298591,0.02537832118771568,0.02543308858119987,0.02480224352728418,0.026119517740683405,0.022531501897336288,0.02800525419207467,,
first_difference,,,baseline,validation,4,128,,piecewise_linear,5,0.019875458146792147,0.01894724094393056,0.024655061638336473,0.02372578980089195,0.022914526682488057,0.024842864145006197,0.02065484116417884,0.031137286399117323,,
first_difference,,,baseline,validation,4,128,,ramp,5,0.01807606491287362,0.018652011555986437,0.022720353816942814,0.02332728848388404,0.023177586013439163,0.023913849606715845,0.01753180033947167,0.02565124464120336,,
first_difference,,,baseline,validation,4,128,,regime_change,5,0.11274650533331124,0.11326444318075272,0.12939148266623207,0.13022702716204776,0.12498795612152487,0.13228207428616595,0.12489884006098792,0.13456151570043376,,
first_difference,,,baseline,validation,4,128,,second_order_response,5,0.01930125771843002,0.018345863087936252,0.024037107176959917,0.02284649467028584,0.022266834038991577,0.026022104214156336,0.021640500557981834,0.027409602403384012,,
first_difference,,,baseline,validation,4,128,,sine,5,0.041465621343028294,0.040817840521951275,0.049164623105039315,0.04997324981247516,0.04845806584909535,0.050350060046472946,0.046396777654468646,0.050644962162684486,,
first_difference,,,baseline,validation,16,32,,chirp,5,0.2784918638784257,0.2782007708992724,0.31148251443796837,0.3106482285440044,0.3098932117592562,0.3141442067099154,0.30813007975574824,0.31459684542091776,,
first_difference,,,baseline,validation,16,32,,first_order_response,5,0.026187340593417884,0.024894158969475742,0.033125643028758645,0.03150925138524204,0.03008007004216993,0.037754082947041405,0.027554383800465976,0.038730426968873875,,
first_difference,,,baseline,validation,16,32,,piecewise_linear,5,0.03399212879610461,0.03287917709884854,0.04364780018089882,0.04435518742729513,0.03947134620437929,0.0467698252748479,0.039015029257366024,0.04862761274060574,,
first_difference,,,baseline,validation,16,32,,ramp,5,0.023407557738230216,0.02296932981614692,0.02929099465009057,0.02999864209609696,0.026375052438255,0.031246170393473275,0.0249566869594158,0.03387842136321181,,
first_difference,,,baseline,validation,16,32,,regime_change,5,0.4785494501485864,0.4789148430166712,0.5293983581347622,0.5308135132627395,0.5249344569247915,0.5331429433188708,0.522415924628186,0.5356849525392233,,
first_difference,,,baseline,validation,16,32,,second_order_response,5,0.026000533658867852,0.024953021475236717,0.03247017841094226,0.03255146470159829,0.02965090061031347,0.03386961361530874,0.028834575004165718,0.0374443381233251,,
first_difference,,,baseline,validation,16,32,,sine,5,0.08577675840450073,0.08514467610672238,0.09698271404858741,0.09672489706334583,0.09645803302125097,0.09946886730843356,0.09174392461279486,0.10051784823711189,,
first_difference,,,baseline,validation,16,64,,chirp,5,0.3668467607488129,0.36529611421132974,0.41203210213075864,0.41051204638701766,0.4098886308170409,0.4126999596734067,0.40558304325558375,0.4214768305207446,,
first_difference,,,baseline,validation,16,64,,first_order_response,5,0.04019619084194388,0.03904547613228553,0.04978993476699515,0.04750306767218666,0.04426763999261566,0.05676235842061328,0.042511112025244144,0.05790549572431601,,
first_difference,,,baseline,validation,16,64,,piecewise_linear,5,0.04657923049797121,0.04536106681074765,0.05815628450368594,0.056312622350959615,0.05384377205919064,0.061149928963018456,0.04954129483040363,0.06993380431485738,,
