condition_id,seed,horizon,context_length,tolerance,variant,features,role,representation,split,status,error_type,error_message,n_examples,n_representation_features,n_pooled_features,n_model_parameters,mean_input_steps,mean_input_scalar_elements,mean_input_bytes,step_reduction_factor_vs_raw,scalar_reduction_factor_vs_raw,mae,rmse,rmse_ratio_vs_raw,predictive_parity_vs_raw,structural_reduction_success,payload_reduction_success,joint_success,representation_runtime_s,train_runtime_median_s,train_runtime_q1_s,train_runtime_q3_s,inference_runtime_median_s,inference_runtime_q1_s,inference_runtime_q3_s,train_design_bytes,model_state_bytes,rmse_ratio_vs_reference,beats_reference,practical_improvement_vs_reference
seed-31415__h-1__c-64__first_difference,31415,1,64,,,,baseline,first_difference,validation,ok,,,357,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.01859723675281547,0.026995783345976035,1.3951254036798435,,,,,0.0662802,0.0002636,0.0002636,0.0002636,2.84e-05,2.84e-05,2.84e-05,23184,80,,,
seed-31415__h-1__c-64__first_difference,31415,1,64,,,,baseline,first_difference,test,ok,,,357,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.019128051497454765,0.0278570580713848,1.451556847344105,,,,,0.0662802,0.0002636,0.0002636,0.0002636,2.85e-05,2.85e-05,2.85e-05,23184,80,,,
seed-31415__h-1__c-64__segment,31415,1,64,0.1,segment,"dt,dy",secondary,vectorchain,validation,ok,,,357,2,6,7,1.680672268907563,3.361344537815126,26.89075630252101,38.08,19.04,0.015323630382359652,0.020266299704490086,1.047349846972969,True,True,True,True,1.3898487,0.0003272,0.0003272,0.0003272,3.88e-05,3.88e-05,3.88e-05,46368,152,1.2887709000434293,False,False
seed-31415__h-1__c-64__segment,31415,1,64,0.1,segment,"dt,dy",secondary,vectorchain,test,ok,,,357,2,6,7,1.6638655462184875,3.327731092436975,26.6218487394958,38.464646464646464,19.232323232323232,0.014303650691088304,0.018525897194653983,0.9653349918423793,True,True,True,True,1.3898487,0.0003272,0.0003272,0.0003272,3.48e-05,3.48e-05,3.48e-05,46368,152,1.3094053814355162,False,False
seed-31415__h-1__c-64__absolute_geometry,31415,1,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,ok,,,357,4,12,13,1.680672268907563,6.722689075630252,53.78151260504202,38.08,9.52,0.01253145771684851,0.015725292760573,0.8126734138221736,True,True,True,True,1.3785548,0.0003983,0.0003983,0.0003983,3.61e-05,3.61e-05,3.61e-05,92736,296,1.0,False,False
seed-31415__h-1__c-64__absolute_geometry,31415,1,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,ok,,,357,4,12,13,1.6638655462184875,6.65546218487395,53.2436974789916,38.464646464646464,9.616161616161616,0.01142156012013846,0.014148328284968426,0.7372315751322722,True,True,True,True,1.3785548,0.0003983,0.0003983,0.0003983,3.66e-05,3.66e-05,3.66e-05,92736,296,1.0,False,False
seed-31415__h-1__c-64__turning_matched,31415,1,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,ok,,,357,4,12,13,1.680672268907563,6.722689075630252,53.78151260504202,38.08,9.52,0.012288907192594631,0.015554809222711805,0.8038629299206269,True,True,True,True,1.3868739,0.000367,0.000367,0.000367,3.57e-05,3.57e-05,3.57e-05,92736,296,0.9891586414029355,True,True
seed-31415__h-1__c-64__turning_matched,31415,1,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ok,,,357,4,12,13,1.6638655462184875,6.65546218487395,53.2436974789916,38.464646464646464,9.616161616161616,0.011059504650588924,0.013793476669768732,0.7187412058149416,True,True,True,True,1.3868739,0.000367,0.000367,0.000367,4.99e-05,4.99e-05,4.99e-05,92736,296,0.9749191842278145,True,True
seed-31415__h-1__c-64__turning,31415,1,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,ok,,,357,5,15,16,1.680672268907563,8.403361344537815,67.22689075630252,38.08,7.616,0.012290501428001218,0.015556982412287413,0.8039752390151653,True,True,True,True,1.410669,0.0003372,0.0003372,0.0003372,3.65e-05,3.65e-05,3.65e-05,115920,368,0.9892968384850945,True,True
seed-31415__h-1__c-64__turning,31415,1,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,ok,,,357,5,15,16,1.6638655462184875,8.319327731092438,66.5546218487395,38.464646464646464,7.692929292929293,0.011058929642732699,0.013793501816946633,0.7187425161671755,True,True,True,True,1.410669,0.0003372,0.0003372,0.0003372,4e-05,4e-05,4e-05,115920,368,0.9749209616235177,True,True
seed-31415__h-1__c-64__full_relational,31415,1,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ok,,,357,6,18,19,1.680672268907563,10.084033613445378,80.67226890756302,38.08,6.346666666666667,0.012336108521942363,0.015551942742632632,0.8037147920012213,True,True,True,True,1.401372,0.0004484,0.0004484,0.0004484,4.08e-05,4.08e-05,4.08e-05,139104,440,0.9889763567152787,True,True
seed-31415__h-1__c-64__full_relational,31415,1,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ok,,,357,6,18,19,1.6638655462184875,9.983193277310924,79.8655462184874,38.464646464646464,6.410774410774411,0.011145985781433177,0.013904955445266345,0.7245500668760211,True,True,True,True,1.401372,0.0004484,0.0004484,0.0004484,3.94e-05,3.94e-05,3.94e-05,139104,440,0.9827984737984454,True,True
seed-31415__h-4__c-64__raw,31415,4,64,,,,baseline,raw,validation,ok,,,357,1,3,4,64.0,64.0,512.0,1.0,1.0,0.034345866050583866,0.055754804717566706,1.0,,,,,0.0614797,0.0002745,0.0002745,0.0002745,4.03e-05,4.03e-05,4.03e-05,23016,80,,,
seed-31415__h-4__c-64__raw,31415,4,64,,,,baseline,raw,test,ok,,,364,1,3,4,64.0,64.0,512.0,1.0,1.0,0.038435747611486805,0.06256652873905928,1.0,,,,,0.0614797,0.0002745,0.0002745,0.0002745,2.94e-05,2.94e-05,2.94e-05,23016,80,,,
seed-31415__h-4__c-64__first_difference,31415,4,64,,,,baseline,first_difference,validation,ok,,,357,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.04634456972178642,0.0751317330923172,1.3475382699824145,,,,,0.0671773,0.0003127,0.0003127,0.0003127,5.23e-05,5.23e-05,5.23e-05,23016,80,,,
seed-31415__h-4__c-64__first_difference,31415,4,64,,,,baseline,first_difference,test,ok,,,364,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.049047568875155975,0.07994003747626172,1.277680559994955,,,,,0.0671773,0.0003127,0.0003127,0.0003127,3.43e-05,3.43e-05,3.43e-05,23016,80,,,
seed-31415__h-4__c-64__segment,31415,4,64,0.1,segment,"dt,dy",secondary,vectorchain,validation,ok,,,357,2,6,7,1.680672268907563,3.361344537815126,26.89075630252101,38.08,19.04,0.037032958003001056,0.058469547471533295,1.0486907409633748,True,True,True,True,1.3684126,0.0002491,0.0002491,0.0002491,3.14e-05,3.14e-05,3.14e-05,46032,152,2.141889183349959,False,False
seed-31415__h-4__c-64__segment,31415,4,64,0.1,segment,"dt,dy",secondary,vectorchain,test,ok,,,364,2,6,7,1.664835164835165,3.32967032967033,26.63736263736264,38.44224422442244,19.22112211221122,0.03530775358943923,0.055196668952437314,0.8822076286610243,True,True,True,True,1.3684126,0.0002491,0.0002491,0.0002491,3.35e-05,3.35e-05,3.35e-05,46032,152,1.919425933472487,False,False
seed-31415__h-4__c-64__absolute_geometry,31415,4,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,ok,,,357,4,12,13,1.680672268907563,6.722689075630252,53.78151260504202,38.08,9.52,0.02001206631329293,0.027298119774845545,0.4896101764346187,True,True,True,True,1.3975685,0.0004879,0.0004879,0.0004879,4.37e-05,4.37e-05,4.37e-05,92064,296,1.0,False,False
seed-31415__h-4__c-64__absolute_geometry,31415,4,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,ok,,,364,4,12,13,1.664835164835165,6.65934065934066,53.27472527472528,38.44224422442244,9.61056105610561,0.021095791355598022,0.028756863179700547,0.45962056325090794,True,True,True,True,1.3975685,0.0004879,0.0004879,0.0004879,4.19e-05,4.19e-05,4.19e-05,92064,296,1.0,False,False
seed-31415__h-4__c-64__turning_matched,31415,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,ok,,,357,4,12,13,1.680672268907563,6.722689075630252,53.78151260504202,38.08,9.52,0.01857056491826978,0.02505751331059299,0.4494233893836615,True,True,True,True,1.3914535,0.0003258,0.0003258,0.0003258,3.44e-05,3.44e-05,3.44e-05,92064,296,0.9179208501269303,True,True
seed-31415__h-4__c-64__turning_matched,31415,4,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ok,,,364,4,12,13,1.664835164835165,6.65934065934066,53.27472527472528,38.44224422442244,9.61056105610561,0.018556848909431586,0.025030821586498952,0.4000672898266867,True,True,True,True,1.3914535,0.0003258,0.0003258,0.0003258,3.77e-05,3.77e-05,3.77e-05,92064,296,0.870429484261976,True,True
seed-31415__h-4__c-64__turning,31415,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,ok,,,357,5,15,16,1.680672268907563,8.403361344537815,67.22689075630252,38.08,7.616,0.018578951024382732,0.025073490549388927,0.44970995192973934,True,True,True,True,1.3657304,0.0004129,0.0004129,0.0004129,3.68e-05,3.68e-05,3.68e-05,115080,368,0.9185061372795883,True,True
seed-31415__h-4__c-64__turning,31415,4,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,ok,,,364,5,15,16,1.664835164835165,8.324175824175825,66.5934065934066,38.44224422442244,7.688448844884488,0.01856653372695207,0.025052720955145075,0.4004173071456506,True,True,True,True,1.3657304,0.0004129,0.0004129,0.0004129,3.81e-05,3.81e-05,3.81e-05,115080,368,0.8711910196390883,True,True
seed-31415__h-4__c-64__full_relational,31415,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ok,,,357,6,18,19,1.680672268907563,10.084033613445378,80.67226890756302,38.08,6.346666666666667,0.020566541833201085,0.028546535050382738,0.512001345803092,True,True,True,True,1.3873684,0.000395,0.000395,0.000395,3.88e-05,3.88e-05,3.88e-05,138096,440,1.0457326470040464,False,False
seed-31415__h-4__c-64__full_relational,31415,4,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ok,,,364,6,18,19,1.664835164835165,9.989010989010989,79.91208791208791,38.44224422442244,6.407040704070407,0.02192736095829945,0.0320988749642637,0.5130358933310118,True,True,True,True,1.3873684,0.000395,0.000395,0.000395,4.1e-05,4.1e-05,4.1e-05,138096,440,1.1162161451226114,False,False
seed-31415__h-16__c-64__raw,31415,16,64,,,,baseline,raw,validation,ok,,,357,1,3,4,64.0,64.0,512.0,1.0,1.0,0.14067853580182293,0.2608225989096394,1.0,,,,,0.0593829,0.0002241,0.0002241,0.0002241,3.98e-05,3.98e-05,3.98e-05,22512,80,,,
seed-31415__h-16__c-64__raw,31415,16,64,,,,baseline,raw,test,ok,,,364,1,3,4,64.0,64.0,512.0,1.0,1.0,0.15352420316733645,0.28134932511040894,1.0,,,,,0.0593829,0.0002241,0.0002241,0.0002241,4.64e-05,4.64e-05,4.64e-05,22512,80,,,
seed-31415__h-16__c-64__first_difference,31415,16,64,,,,baseline,first_difference,validation,ok,,,357,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.17745939516340384,0.3022705012482816,1.1589122357951873,,,,,0.0669555,0.0002311,0.0002311,0.0002311,2.8e-05,2.8e-05,2.8e-05,22512,80,,,
seed-31415__h-16__c-64__first_difference,31415,16,64,,,,baseline,first_difference,test,ok,,,364,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.18600323220295467,0.3182012121592423,1.1309826744186136,,,,,0.0669555,0.0002311,0.0002311,0.0002311,3.09e-05,3.09e-05,3.09e-05,22512,80,,,
seed-31415__h-16__c-64__segment,31415,16,64,0.1,segment,"dt,dy",secondary,vectorchain,validation,ok,,,357,2,6,7,1.6778711484593838,3.3557422969187676,26.84593837535014,38.143572621035055,19.071786310517528,0.13205399293940948,0.23489576385970443,0.9005959025087501,True,True,True,True,1.3498293,0.0002377,0.0002377,0.0002377,3.67e-05,3.67e-05,3.67e-05,45024,152,1.7077628567378398,False,False
seed-31415__h-16__c-64__segment,31415,16,64,0.1,segment,"dt,dy",secondary,vectorchain,test,ok,,,364,2,6,7,1.6593406593406594,3.318681318681319,26.54945054945055,38.56953642384106,19.28476821192053,0.1252121724726787,0.22060042051509104,0.7840801481522004,True,True,True,True,1.3498293,0.0002377,0.0002377,0.0002377,5.02e-05,5.02e-05,5.02e-05,45024,152,1.4426167999602733,False,False
seed-31415__h-16__c-64__absolute_geometry,31415,16,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,ok,,,357,4,12,13,1.6778711484593838,6.711484593837535,53.69187675070028,38.143572621035055,9.535893155258764,0.07411485066796886,0.13754589106616427,0.5273541926242991,True,True,True,True,1.355178,0.0003987,0.0003987,0.0003987,5.02e-05,5.02e-05,5.02e-05,90048,296,1.0,False,False
seed-31415__h-16__c-64__absolute_geometry,31415,16,64,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,ok,,,364,4,12,13,1.6593406593406594,6.637362637362638,53.0989010989011,38.56953642384106,9.642384105960264,0.08014180176088123,0.1529168525703887,0.543512420050697,True,True,True,True,1.355178,0.0003987,0.0003987,0.0003987,3.83e-05,3.83e-05,3.83e-05,90048,296,1.0,False,False
seed-31415__h-16__c-64__turning_matched,31415,16,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,ok,,,357,4,12,13,1.6778711484593838,6.711484593837535,53.69187675070028,38.143572621035055,9.535893155258764,0.06942504384360235,0.13093858480346418,0.5020216244713793,True,True,True,True,1.36389,0.0002723,0.0002723,0.0002723,3.37e-05,3.37e-05,3.37e-05,90048,296,0.9519628960815576,True,True
seed-31415__h-16__c-64__turning_matched,31415,16,64,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ok,,,364,4,12,13,1.6593406593406594,6.637362637362638,53.0989010989011,38.56953642384106,9.642384105960264,0.08150735131312677,0.14812285297562652,0.5264731056934264,True,True,True,True,1.36389,0.0002723,0.0002723,0.0002723,4.33e-05,4.33e-05,4.33e-05,90048,296,0.9686496320439536,True,True
seed-31415__h-16__c-64__turning,31415,16,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,ok,,,357,5,15,16,1.6778711484593838,8.38935574229692,67.11484593837535,38.143572621035055,7.628714524207012,0.06947248845935826,0.13102093513062976,0.5023373575693159,True,True,True,True,1.3604939,0.0003349,0.0003349,0.0003349,4.24e-05,4.24e-05,4.24e-05,112560,368,0.9525616077299192,True,True
seed-31415__h-16__c-64__turning,31415,16,64,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,ok,,,364,5,15,16,1.6593406593406594,8.296703296703297,66.37362637362638,38.56953642384106,7.7139072847682115,0.08151203109438061,0.14822693882403112,0.5268430580590977,True,True,True,True,1.3604939,0.0003349,0.0003349,0.0003349,3.8e-05,3.8e-05,3.8e-05,112560,368,0.9693303016147369,True,True
seed-31415__h-16__c-64__full_relational,31415,16,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ok,,,357,6,18,19,1.6778711484593838,10.067226890756302,80.53781512605042,38.143572621035055,6.357262103505843,0.08665633240831236,0.16643505069254044,0.6381159124566541,True,True,True,True,1.4184098,0.0003599,0.0003599,0.0003599,3.99e-05,3.99e-05,3.99e-05,135072,440,1.2100328799533495,False,False
seed-31415__h-16__c-64__full_relational,31415,16,64,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ok,,,364,6,18,19,1.6593406593406594,9.956043956043956,79.64835164835165,38.56953642384106,6.428256070640177,0.10406541129647767,0.21069853442733072,0.7488858711306559,True,True,True,True,1.4184098,0.0003599,0.0003599,0.0003599,4.07e-05,4.07e-05,4.07e-05,135072,440,1.3778634001791574,False,False
seed-31415__h-1__c-128__raw,31415,1,128,,,,baseline,raw,validation,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.017315109134517004,0.02310810038000919,1.0,,,,,0.0624225,0.0002288,0.0002288,0.0002288,3.88e-05,3.88e-05,3.88e-05,20496,80,,,
seed-31415__h-1__c-128__raw,31415,1,128,,,,baseline,raw,test,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.017011045577827514,0.022690235192185753,1.0,,,,,0.0624225,0.0002288,0.0002288,0.0002288,2.91e-05,2.91e-05,2.91e-05,20496,80,,,
seed-31415__h-1__c-128__first_difference,31415,1,128,,,,baseline,first_difference,validation,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.01832547824715123,0.025099143678640537,1.0861621364754759,,,,,0.0633577,0.0002181,0.0002181,0.0002181,2.86e-05,2.86e-05,2.86e-05,20496,80,,,
seed-31415__h-1__c-128__first_difference,31415,1,128,,,,baseline,first_difference,test,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.018134118527041637,0.024073298174686477,1.0609541051816438,,,,,0.0633577,0.0002181,0.0002181,0.0002181,2.83e-05,2.83e-05,2.83e-05,20496,80,,,
seed-31415__h-1__c-128__segment,31415,1,128,0.1,segment,"dt,dy",secondary,vectorchain,validation,ok,,,357,2,6,7,2.6442577030812324,5.288515406162465,42.30812324929972,48.40677966101695,24.203389830508474,0.014992639712625846,0.01985415921150606,0.8591861245627046,True,True,True,True,2.6824301,0.0002377,0.0002377,0.0002377,3.3e-05,3.3e-05,3.3e-05,40992,152,1.2484169547366497,False,False
seed-31415__h-1__c-128__segment,31415,1,128,0.1,segment,"dt,dy",secondary,vectorchain,test,ok,,,357,2,6,7,2.5938375350140057,5.187675070028011,41.50140056022409,49.347732181425485,24.673866090712743,0.014800531784265405,0.018764881165873066,0.827002497194717,True,True,True,True,2.6824301,0.0002377,0.0002377,0.0002377,3.26e-05,3.26e-05,3.26e-05,40992,152,1.2662352506966101,False,False
seed-31415__h-1__c-128__absolute_geometry,31415,1,128,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,ok,,,357,4,12,13,2.6442577030812324,10.57703081232493,84.61624649859944,48.40677966101695,12.101694915254237,0.012453839711212162,0.015903468097078384,0.6882204869958272,True,True,True,True,2.6457746,0.0003912,0.0003912,0.0003912,3.56e-05,3.56e-05,3.56e-05,81984,296,1.0,False,False
seed-31415__h-1__c-128__absolute_geometry,31415,1,128,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,ok,,,357,4,12,13,2.5938375350140057,10.375350140056023,83.00280112044818,49.347732181425485,12.336933045356371,0.011657181872024013,0.01481942723956682,0.6531191551804829,True,True,True,True,2.6457746,0.0003912,0.0003912,0.0003912,3.59e-05,3.59e-05,3.59e-05,81984,296,1.0,False,False
seed-31415__h-1__c-128__turning_matched,31415,1,128,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,ok,,,357,4,12,13,2.6442577030812324,10.57703081232493,84.61624649859944,48.40677966101695,12.101694915254237,0.0125143836392573,0.015860780177286392,0.686373172889951,True,True,True,True,2.7295581,0.0003384,0.0003384,0.0003384,3.97e-05,3.97e-05,3.97e-05,81984,296,0.9973158106438536,True,False
seed-31415__h-1__c-128__turning_matched,31415,1,128,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ok,,,357,4,12,13,2.5938375350140057,10.375350140056023,83.00280112044818,49.347732181425485,12.336933045356371,0.012407355568132378,0.015551013478828968,0.685361493484411,True,True,True,True,2.7295581,0.0003384,0.0003384,0.0003384,3.99e-05,3.99e-05,3.99e-05,81984,296,1.0493667013870054,False,False
seed-31415__h-1__c-128__turning,31415,1,128,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,ok,,,357,5,15,16,2.6442577030812324,13.221288515406162,105.7703081232493,48.40677966101695,9.68135593220339,0.012513106880847736,0.01585883330693249,0.68628892233184,True,True,True,True,2.690155,0.0003249,0.0003249,0.0003249,3.59e-05,3.59e-05,3.59e-05,102480,368,0.997193392669232,True,False
seed-31415__h-1__c-128__turning,31415,1,128,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,ok,,,357,5,15,16,2.5938375350140057,12.969187675070028,103.75350140056022,49.347732181425485,9.869546436285097,0.012406001901591492,0.015548767153650086,0.6852624938416194,True,True,True,True,2.690155,0.0003249,0.0003249,0.0003249,3.77e-05,3.77e-05,3.77e-05,102480,368,1.0492151216300707,False,False
seed-31415__h-1__c-128__full_relational,31415,1,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ok,,,357,6,18,19,2.6442577030812324,15.865546218487395,126.92436974789916,48.40677966101695,8.067796610169491,0.012558154030950413,0.016021439995389426,0.6933257053552341,True,True,True,True,2.5760706,0.0004025,0.0004025,0.0004025,3.71e-05,3.71e-05,3.71e-05,122976,440,1.0074179982372973,False,False
seed-31415__h-1__c-128__full_relational,31415,1,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ok,,,357,6,18,19,2.5938375350140057,15.563025210084033,124.50420168067227,49.347732181425485,8.224622030237581,0.012205555787518352,0.015393226729525778,0.6784075440005585,True,True,True,True,2.5760706,0.0004025,0.0004025,0.0004025,3.79e-05,3.79e-05,3.79e-05,122976,440,1.0387194107223627,False,False
seed-31415__h-4__c-128__raw,31415,4,128,,,,baseline,raw,validation,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.0445882236563173,0.07378359867919666,1.0,,,,,0.0540852,0.0002656,0.0002656,0.0002656,3.88e-05,3.88e-05,3.88e-05,20328,80,,,
seed-31415__h-4__c-128__raw,31415,4,128,,,,baseline,raw,test,ok,,,364,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.047290390605101124,0.07751448676320012,1.0,,,,,0.0540852,0.0002656,0.0002656,0.0002656,2.94e-05,2.94e-05,2.94e-05,20328,80,,,
seed-31415__h-4__c-128__first_difference,31415,4,128,,,,baseline,first_difference,validation,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.04569228937151931,0.06751529070143478,0.9150446970604426,,,,,0.0612931,0.0002122,0.0002122,0.0002122,2.86e-05,2.86e-05,2.86e-05,20328,80,,,
seed-31415__h-4__c-128__first_difference,31415,4,128,,,,baseline,first_difference,test,ok,,,364,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.045964408645370165,0.06680851104698116,0.8618841952869433,,,,,0.0612931,0.0002122,0.0002122,0.0002122,2.94e-05,2.94e-05,2.94e-05,20328,80,,,
seed-31415__h-4__c-128__segment,31415,4,128,0.1,segment,"dt,dy",secondary,vectorchain,validation,ok,,,357,2,6,7,2.641456582633053,5.282913165266106,42.26330532212885,48.45811240721103,24.229056203605516,0.03591893745682746,0.05479687356597154,0.7426701129640287,True,True,True,True,2.5863876,0.0002496,0.0002496,0.0002496,3.24e-05,3.24e-05,3.24e-05,40656,152,1.5619250952219976,False,False
seed-31415__h-4__c-128__segment,31415,4,128,0.1,segment,"dt,dy",secondary,vectorchain,test,ok,,,364,2,6,7,2.5961538461538463,5.1923076923076925,41.53846153846154,49.303703703703704,24.651851851851852,0.03545204680091831,0.054284348770651115,0.7003123033825275,True,True,True,True,2.5863876,0.0002496,0.0002496,0.0002496,3.48e-05,3.48e-05,3.48e-05,40656,152,1.5649503846520378,False,False
seed-31415__h-4__c-128__absolute_geometry,31415,4,128,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,ok,,,357,4,12,13,2.641456582633053,10.565826330532213,84.5266106442577,48.45811240721103,12.114528101802758,0.022777067601392528,0.03508290745413961,0.47548382136626877,True,True,True,True,2.6293417,0.000382,0.000382,0.000382,3.52e-05,3.52e-05,3.52e-05,81312,296,1.0,False,False
seed-31415__h-4__c-128__absolute_geometry,31415,4,128,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,ok,,,364,4,12,13,2.5961538461538463,10.384615384615385,83.07692307692308,49.303703703703704,12.325925925925926,0.022476315738460827,0.03468758454135981,0.4474980870005281,True,True,True,True,2.6293417,0.000382,0.000382,0.000382,4.4e-05,4.4e-05,4.4e-05,81312,296,1.0,False,False
seed-31415__h-4__c-128__turning_matched,31415,4,128,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,ok,,,357,4,12,13,2.641456582633053,10.565826330532213,84.5266106442577,48.45811240721103,12.114528101802758,0.021709654218964966,0.03314472130881416,0.44921529855061587,True,True,True,True,2.6383414,0.0002677,0.0002677,0.0002677,3.4e-05,3.4e-05,3.4e-05,81312,296,0.9447541185730102,True,True
seed-31415__h-4__c-128__turning_matched,31415,4,128,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ok,,,364,4,12,13,2.5961538461538463,10.384615384615385,83.07692307692308,49.303703703703704,12.325925925925926,0.02483787392723799,0.03727002279311353,0.48081364335121185,True,True,True,True,2.6383414,0.0002677,0.0002677,0.0002677,3.68e-05,3.68e-05,3.68e-05,81312,296,1.0744484888728572,False,False
seed-31415__h-4__c-128__turning,31415,4,128,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,ok,,,357,5,15,16,2.641456582633053,13.207282913165265,105.65826330532212,48.45811240721103,9.691622481442206,0.021710328066803043,0.03314629208988719,0.4492365875782745,True,True,True,True,2.4941424,0.0002877,0.0002877,0.0002877,5.09e-05,5.09e-05,5.09e-05,101640,368,0.9447988919737064,True,True
seed-31415__h-4__c-128__turning,31415,4,128,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,ok,,,364,5,15,16,2.5961538461538463,12.98076923076923,103.84615384615384,49.303703703703704,9.860740740740741,0.024838285026105217,0.037271476067254145,0.48083239177104015,True,True,True,True,2.4941424,0.0002877,0.0002877,0.0002877,3.6e-05,3.6e-05,3.6e-05,101640,368,1.074490384962188,False,False
seed-31415__h-4__c-128__full_relational,31415,4,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ok,,,357,6,18,19,2.641456582633053,15.84873949579832,126.78991596638656,48.45811240721103,8.076352067868504,0.022113535499709815,0.033645193140475343,0.45599826713198294,True,True,True,True,2.5932239,0.0003545,0.0003545,0.0003545,3.86e-05,3.86e-05,3.86e-05,121968,440,0.9590195220979433,True,True
seed-31415__h-4__c-128__full_relational,31415,4,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ok,,,364,6,18,19,2.5961538461538463,15.576923076923077,124.61538461538461,49.303703703703704,8.217283950617285,0.02509655500068831,0.03757622359973589,0.48476388309875446,True,True,True,True,2.5932239,0.0003545,0.0003545,0.0003545,4.37e-05,4.37e-05,4.37e-05,121968,440,1.0832758779998592,False,False
seed-31415__h-16__c-128__raw,31415,16,128,,,,baseline,raw,validation,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.17091175933170122,0.2991364303136863,1.0,,,,,0.05522,0.0002434,0.0002434,0.0002434,2.91e-05,2.91e-05,2.91e-05,19824,80,,,
