condition_id,seed,horizon,context_length,tolerance,variant,features,role,representation,split,status,error_type,error_message,n_examples,n_representation_features,n_pooled_features,n_model_parameters,mean_input_steps,mean_input_scalar_elements,mean_input_bytes,step_reduction_factor_vs_raw,scalar_reduction_factor_vs_raw,mae,rmse,rmse_ratio_vs_raw,predictive_parity_vs_raw,structural_reduction_success,payload_reduction_success,joint_success,representation_runtime_s,train_runtime_median_s,train_runtime_q1_s,train_runtime_q3_s,inference_runtime_median_s,inference_runtime_q1_s,inference_runtime_q3_s,train_design_bytes,model_state_bytes,rmse_ratio_vs_reference,beats_reference,practical_improvement_vs_reference
seed-2718__h-1__c-128__first_difference,2718,1,128,,,,baseline,first_difference,test,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.01788904280437954,0.02335831258736715,1.0192484202397998,,,,,0.0632681,0.0002116,0.0002116,0.0002116,2.87e-05,2.87e-05,2.87e-05,20496,80,,,
seed-2718__h-1__c-128__segment,2718,1,128,0.1,segment,"dt,dy",secondary,vectorchain,validation,ok,,,357,2,6,7,2.619047619047619,5.238095238095238,41.904761904761905,48.872727272727275,24.436363636363637,0.015668143589396225,0.020161540701677916,0.8343301501579696,True,True,True,True,2.6416845,0.0002544,0.0002544,0.0002544,3.23e-05,3.23e-05,3.23e-05,40992,152,1.2556174200724945,False,False
seed-2718__h-1__c-128__segment,2718,1,128,0.1,segment,"dt,dy",secondary,vectorchain,test,ok,,,357,2,6,7,2.61624649859944,5.23249299719888,41.85994397759104,48.92505353319058,24.46252676659529,0.014695534387197262,0.018760052321389952,0.8186016699910921,True,True,True,True,2.6416845,0.0002544,0.0002544,0.0002544,3.29e-05,3.29e-05,3.29e-05,40992,152,1.2162612511911732,False,False
seed-2718__h-1__c-128__absolute_geometry,2718,1,128,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,ok,,,357,4,12,13,2.619047619047619,10.476190476190476,83.80952380952381,48.872727272727275,12.218181818181819,0.012743903666880631,0.016057073101545426,0.6644779984892203,True,True,True,True,2.7876267,0.0003019,0.0003019,0.0003019,3.52e-05,3.52e-05,3.52e-05,81984,296,1.0,False,False
seed-2718__h-1__c-128__absolute_geometry,2718,1,128,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,ok,,,357,4,12,13,2.61624649859944,10.46498599439776,83.71988795518207,48.92505353319058,12.231263383297645,0.012665914232100041,0.015424360763788919,0.6730475621001457,True,True,True,True,2.7876267,0.0003019,0.0003019,0.0003019,3.56e-05,3.56e-05,3.56e-05,81984,296,1.0,False,False
seed-2718__h-1__c-128__turning_matched,2718,1,128,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,ok,,,357,4,12,13,2.619047619047619,10.476190476190476,83.80952380952381,48.872727272727275,12.218181818181819,0.013666105198631439,0.017439112505069295,0.7216699145301574,True,True,True,True,3.060383,0.0003699,0.0003699,0.0003699,4.92e-05,4.92e-05,4.92e-05,81984,296,1.0860704435225403,False,False
seed-2718__h-1__c-128__turning_matched,2718,1,128,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ok,,,357,4,12,13,2.61624649859944,10.46498599439776,83.71988795518207,48.92505353319058,12.231263383297645,0.013450367125124565,0.016735349006103403,0.7302530083383579,True,True,True,True,3.060383,0.0003699,0.0003699,0.0003699,3.61e-05,3.61e-05,3.61e-05,81984,296,1.0849946563355957,False,False
seed-2718__h-1__c-128__turning,2718,1,128,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,ok,,,357,5,15,16,2.619047619047619,13.095238095238095,104.76190476190476,48.872727272727275,9.774545454545455,0.01366634568988891,0.01743948704857941,0.7216854139876473,True,True,True,True,2.6985152,0.0003958,0.0003958,0.0003958,3.78e-05,3.78e-05,3.78e-05,102480,368,1.0860937692873138,False,False
seed-2718__h-1__c-128__turning,2718,1,128,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,ok,,,357,5,15,16,2.61624649859944,13.081232492997199,104.64985994397759,48.92505353319058,9.785010706638117,0.013451048175608637,0.01673631299793981,0.7302950724708893,True,True,True,True,2.6985152,0.0003958,0.0003958,0.0003958,3.76e-05,3.76e-05,3.76e-05,102480,368,1.0850571543445031,False,False
seed-2718__h-1__c-128__full_relational,2718,1,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ok,,,357,6,18,19,2.619047619047619,15.714285714285714,125.71428571428571,48.872727272727275,8.145454545454546,0.013498298588690876,0.017139706152864215,0.7092798025595616,True,True,True,True,2.6557293,0.0005067,0.0005067,0.0005067,3.98e-05,3.98e-05,3.98e-05,122976,440,1.0674240594454658,False,False
seed-2718__h-1__c-128__full_relational,2718,1,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ok,,,357,6,18,19,2.61624649859944,15.697478991596638,125.5798319327731,48.92505353319058,8.154175588865098,0.013379940735409344,0.01653991092156234,0.7217249968144902,True,True,True,True,2.6557293,0.0005067,0.0005067,0.0005067,4.23e-05,4.23e-05,4.23e-05,122976,440,1.0723239150624866,False,False
seed-2718__h-4__c-128__raw,2718,4,128,,,,baseline,raw,validation,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.04571950785684284,0.07430632295082411,1.0,,,,,0.0573043,0.000238,0.000238,0.000238,3.57e-05,3.57e-05,3.57e-05,20328,80,,,
seed-2718__h-4__c-128__raw,2718,4,128,,,,baseline,raw,test,ok,,,364,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.047281231265162066,0.07769169087645689,1.0,,,,,0.0573043,0.000238,0.000238,0.000238,3.06e-05,3.06e-05,3.06e-05,20328,80,,,
seed-2718__h-4__c-128__first_difference,2718,4,128,,,,baseline,first_difference,validation,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.048005543901891,0.06935318487001489,0.933341633872972,,,,,0.0674563,0.000224,0.000224,0.000224,2.88e-05,2.88e-05,2.88e-05,20328,80,,,
seed-2718__h-4__c-128__first_difference,2718,4,128,,,,baseline,first_difference,test,ok,,,364,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.04549913321204199,0.06705629369221111,0.863107662296115,,,,,0.0674563,0.000224,0.000224,0.000224,4.14e-05,4.14e-05,4.14e-05,20328,80,,,
seed-2718__h-4__c-128__segment,2718,4,128,0.1,segment,"dt,dy",secondary,vectorchain,validation,ok,,,357,2,6,7,2.619047619047619,5.238095238095238,41.904761904761905,48.872727272727275,24.436363636363637,0.03689608637238375,0.05450638078352267,0.7335362405107163,True,True,True,True,2.6510146,0.0002813,0.0002813,0.0002813,3.14e-05,3.14e-05,3.14e-05,40656,152,1.72381941214466,False,False
seed-2718__h-4__c-128__segment,2718,4,128,0.1,segment,"dt,dy",secondary,vectorchain,test,ok,,,364,2,6,7,2.618131868131868,5.236263736263736,41.89010989010989,48.889821615949636,24.444910807974818,0.03506280919204075,0.056173804661726556,0.7230349092421291,True,True,True,True,2.6510146,0.0002813,0.0002813,0.0002813,3.33e-05,3.33e-05,3.33e-05,40656,152,1.6543070130538524,False,False
seed-2718__h-4__c-128__absolute_geometry,2718,4,128,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,ok,,,357,4,12,13,2.619047619047619,10.476190476190476,83.80952380952381,48.872727272727275,12.218181818181819,0.02207106105425851,0.031619542278915114,0.42552963224732454,True,True,True,True,2.622994,0.0003262,0.0003262,0.0003262,3.64e-05,3.64e-05,3.64e-05,81312,296,1.0,False,False
seed-2718__h-4__c-128__absolute_geometry,2718,4,128,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,ok,,,364,4,12,13,2.618131868131868,10.472527472527473,83.78021978021978,48.889821615949636,12.222455403987409,0.02260214236870122,0.03395609413395985,0.4370621072973668,True,True,True,True,2.622994,0.0003262,0.0003262,0.0003262,3.96e-05,3.96e-05,3.96e-05,81312,296,1.0,False,False
seed-2718__h-4__c-128__turning_matched,2718,4,128,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,ok,,,357,4,12,13,2.619047619047619,10.476190476190476,83.80952380952381,48.872727272727275,12.218181818181819,0.026427914545509818,0.03896964696650735,0.5244459074135245,True,True,True,True,2.6580902,0.0003759,0.0003759,0.0003759,3.48e-05,3.48e-05,3.48e-05,81312,296,1.2324544935773316,False,False
seed-2718__h-4__c-128__turning_matched,2718,4,128,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ok,,,364,4,12,13,2.618131868131868,10.472527472527473,83.78021978021978,48.889821615949636,12.222455403987409,0.027868293007241647,0.044697772113565334,0.5753224264952922,True,True,True,True,2.6580902,0.0003759,0.0003759,0.0003759,4.51e-05,4.51e-05,4.51e-05,81312,296,1.3163402108978906,False,False
seed-2718__h-4__c-128__turning,2718,4,128,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,ok,,,357,5,15,16,2.619047619047619,13.095238095238095,104.76190476190476,48.872727272727275,9.774545454545455,0.026425500775675143,0.03896413679932717,0.5243717526584328,True,True,True,True,2.6609883,0.0004038,0.0004038,0.0004038,3.71e-05,3.71e-05,3.71e-05,101640,368,1.2322802289680728,False,False
seed-2718__h-4__c-128__turning,2718,4,128,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,ok,,,364,5,15,16,2.618131868131868,13.090659340659341,104.72527472527473,48.889821615949636,9.777964323189925,0.027865097640086205,0.044690595690667044,0.5752300559622618,True,True,True,True,2.6609883,0.0004038,0.0004038,0.0004038,3.98e-05,3.98e-05,3.98e-05,101640,368,1.3161288667170794,False,False
seed-2718__h-4__c-128__full_relational,2718,4,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ok,,,357,6,18,19,2.619047619047619,15.714285714285714,125.71428571428571,48.872727272727275,8.145454545454546,0.02588610241628414,0.037890291678586936,0.5099201544889083,True,True,True,True,2.7675094,0.0004197,0.0004197,0.0004197,3.94e-05,3.94e-05,3.94e-05,121968,440,1.1983187910931068,False,False
seed-2718__h-4__c-128__full_relational,2718,4,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ok,,,364,6,18,19,2.618131868131868,15.708791208791208,125.67032967032966,48.889821615949636,8.148303602658272,0.026452827840823905,0.04205848884906931,0.5413511840789966,True,True,True,True,2.7675094,0.0004197,0.0004197,0.0004197,3.96e-05,3.96e-05,3.96e-05,121968,440,1.2386138606856485,False,False
seed-2718__h-16__c-128__raw,2718,16,128,,,,baseline,raw,validation,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.1712194260736927,0.2989272173120496,1.0,,,,,0.0592133,0.0002321,0.0002321,0.0002321,3.69e-05,3.69e-05,3.69e-05,19824,80,,,
seed-2718__h-16__c-128__raw,2718,16,128,,,,baseline,raw,test,ok,,,364,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.17966068686612519,0.3067078514455736,1.0,,,,,0.0592133,0.0002321,0.0002321,0.0002321,3.67e-05,3.67e-05,3.67e-05,19824,80,,,
seed-2718__h-16__c-128__first_difference,2718,16,128,,,,baseline,first_difference,validation,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.1703365019767765,0.26118815189804706,0.8737516585028563,,,,,0.0672081,0.0002192,0.0002192,0.0002192,2.81e-05,2.81e-05,2.81e-05,19824,80,,,
seed-2718__h-16__c-128__first_difference,2718,16,128,,,,baseline,first_difference,test,ok,,,364,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.16273602778685214,0.24510365228088574,0.7991437164900236,,,,,0.0672081,0.0002192,0.0002192,0.0002192,3.07e-05,3.07e-05,3.07e-05,19824,80,,,
seed-2718__h-16__c-128__segment,2718,16,128,0.1,segment,"dt,dy",secondary,vectorchain,validation,ok,,,357,2,6,7,2.6106442577030813,5.221288515406163,41.7703081232493,49.03004291845493,24.515021459227466,0.1255429471053348,0.20755221318650574,0.6943235716466807,True,True,True,True,2.6482483,0.0002696,0.0002696,0.0002696,3.19e-05,3.19e-05,3.19e-05,39648,152,1.1539712287565234,False,False
seed-2718__h-16__c-128__segment,2718,16,128,0.1,segment,"dt,dy",secondary,vectorchain,test,ok,,,364,2,6,7,2.6126373626373627,5.225274725274725,41.8021978021978,48.992639327024186,24.496319663512093,0.12852934036690858,0.2259837273919823,0.7368045073736363,True,True,True,True,2.6482483,0.0002696,0.0002696,0.0002696,3.35e-05,3.35e-05,3.35e-05,39648,152,1.0448920647360032,False,False
seed-2718__h-16__c-128__absolute_geometry,2718,16,128,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,ok,,,357,4,12,13,2.6106442577030813,10.442577030812325,83.5406162464986,49.03004291845493,12.257510729613733,0.08904516914229461,0.1798590883501977,0.6016818741615058,True,True,True,True,2.6127138,0.0003329,0.0003329,0.0003329,3.52e-05,3.52e-05,3.52e-05,79296,296,1.0,False,False
seed-2718__h-16__c-128__absolute_geometry,2718,16,128,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,ok,,,364,4,12,13,2.6126373626373627,10.45054945054945,83.6043956043956,48.992639327024186,12.248159831756047,0.1093766245433635,0.2162747091481436,0.7051489165627777,True,True,True,True,2.6127138,0.0003329,0.0003329,0.0003329,3.89e-05,3.89e-05,3.89e-05,79296,296,1.0,False,False
seed-2718__h-16__c-128__turning_matched,2718,16,128,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,ok,,,357,4,12,13,2.6106442577030813,10.442577030812325,83.5406162464986,49.03004291845493,12.257510729613733,0.10081626803844683,0.1861959609840509,0.6228805883195349,True,True,True,True,2.6445231,0.0004035,0.0004035,0.0004035,5.3e-05,5.3e-05,5.3e-05,79296,296,1.035232429408932,False,False
seed-2718__h-16__c-128__turning_matched,2718,16,128,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ok,,,364,4,12,13,2.6126373626373627,10.45054945054945,83.6043956043956,48.992639327024186,12.248159831756047,0.12403686800012627,0.24008728022221332,0.7827881780353368,True,True,True,True,2.6445231,0.0004035,0.0004035,0.0004035,4.16e-05,4.16e-05,4.16e-05,79296,296,1.1101033549778518,False,False
seed-2718__h-16__c-128__turning,2718,16,128,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,ok,,,357,5,15,16,2.6106442577030813,13.053221288515406,104.42577030812325,49.03004291845493,9.806008583690987,0.10078588888401943,0.18612943592269743,0.6226580423033118,True,True,True,True,2.6704823,0.0004153,0.0004153,0.0004153,6.19e-05,6.19e-05,6.19e-05,99120,368,1.0348625561822649,False,False
seed-2718__h-16__c-128__turning,2718,16,128,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,ok,,,364,5,15,16,2.6126373626373627,13.063186813186814,104.50549450549451,48.992639327024186,9.798527865404836,0.12400416886928552,0.2400086070816242,0.7825316696342042,True,True,True,True,2.6704823,0.0004153,0.0004153,0.0004153,3.84e-05,3.84e-05,3.84e-05,99120,368,1.1097395901118674,False,False
seed-2718__h-16__c-128__full_relational,2718,16,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ok,,,357,6,18,19,2.6106442577030813,15.663865546218487,125.3109243697479,49.03004291845493,8.17167381974249,0.09865321799767092,0.1838696745274682,0.6150984717310869,True,True,True,True,2.6421878,0.0003983,0.0003983,0.0003983,6.66e-05,6.66e-05,6.66e-05,118944,440,1.0222984905242132,False,False
seed-2718__h-16__c-128__full_relational,2718,16,128,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ok,,,364,6,18,19,2.6126373626373627,15.675824175824175,125.4065934065934,48.992639327024186,8.165439887837364,0.12198780804620543,0.2360236923465391,0.7695391273295211,True,True,True,True,2.6421878,0.0003983,0.0003983,0.0003983,5.03e-05,5.03e-05,5.03e-05,118944,440,1.0913143440404207,False,False
seed-31415__h-1__c-32__raw,31415,1,32,,,,baseline,raw,validation,ok,,,357,1,3,4,32.0,32.0,256.0,1.0,1.0,0.012971888757073112,0.016376463811399643,1.0,,,,,0.0647548,0.0002432,0.0002432,0.0002432,3.7e-05,3.7e-05,3.7e-05,24528,80,,,
seed-31415__h-1__c-32__raw,31415,1,32,,,,baseline,raw,test,ok,,,357,1,3,4,32.0,32.0,256.0,1.0,1.0,0.012315052885637211,0.015328159907243568,1.0,,,,,0.0647548,0.0002432,0.0002432,0.0002432,2.83e-05,2.83e-05,2.83e-05,24528,80,,,
seed-31415__h-1__c-32__first_difference,31415,1,32,,,,baseline,first_difference,validation,ok,,,357,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.015138231757770999,0.02018727089230946,1.2327002413217631,,,,,0.0684994,0.0002287,0.0002287,0.0002287,2.8e-05,2.8e-05,2.8e-05,24528,80,,,
seed-31415__h-1__c-32__first_difference,31415,1,32,,,,baseline,first_difference,test,ok,,,357,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.015023618740332966,0.021010094696309572,1.370686032990882,,,,,0.0684994,0.0002287,0.0002287,0.0002287,5.81e-05,5.81e-05,5.81e-05,24528,80,,,
seed-31415__h-1__c-32__segment,31415,1,32,0.1,segment,"dt,dy",secondary,vectorchain,validation,ok,,,357,2,6,7,1.2100840336134453,2.4201680672268906,19.361344537815125,26.444444444444446,13.222222222222223,0.01487176346465529,0.01950844945556225,1.1912492025282304,False,True,True,False,0.7368596,0.0002856,0.0002856,0.0002856,3.09e-05,3.09e-05,3.09e-05,49056,152,1.2102671528558733,False,False
seed-31415__h-1__c-32__segment,31415,1,32,0.1,segment,"dt,dy",secondary,vectorchain,test,ok,,,357,2,6,7,1.2212885154061626,2.442577030812325,19.5406162464986,26.20183486238532,13.10091743119266,0.013729650789966028,0.01796992015452959,1.172346861154392,False,True,True,False,0.7368596,0.0002856,0.0002856,0.0002856,3.18e-05,3.18e-05,3.18e-05,49056,152,1.2493185021920927,False,False
seed-31415__h-1__c-32__absolute_geometry,31415,1,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,validation,ok,,,357,4,12,13,1.2100840336134453,4.840336134453781,38.72268907563025,26.444444444444446,6.611111111111112,0.012903227877378172,0.016119126599055476,0.9842861550999163,True,True,True,True,0.7481253,0.0003661,0.0003661,0.0003661,3.83e-05,3.83e-05,3.83e-05,98112,296,1.0,False,False
seed-31415__h-1__c-32__absolute_geometry,31415,1,32,0.1,absolute_geometry,"dt,dy,theta,r",reference,vectorchain,test,ok,,,357,4,12,13,1.2212885154061626,4.88515406162465,39.0812324929972,26.20183486238532,6.55045871559633,0.011527464967913728,0.014383778134237999,0.9383890970135765,True,True,True,True,0.7481253,0.0003661,0.0003661,0.0003661,3.5e-05,3.5e-05,3.5e-05,98112,296,1.0,False,False
seed-31415__h-1__c-32__turning_matched,31415,1,32,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,validation,ok,,,357,4,12,13,1.2100840336134453,4.840336134453781,38.72268907563025,26.444444444444446,6.611111111111112,0.012847170067656415,0.016070749269962877,0.9813320784659287,True,True,True,True,0.771525,0.0002847,0.0002847,0.0002847,3.39e-05,3.39e-05,3.39e-05,98112,296,0.9969987623836,True,False
seed-31415__h-1__c-32__turning_matched,31415,1,32,0.1,turning_matched,"dt,dy,theta,delta_theta",capacity_control,vectorchain,test,ok,,,357,4,12,13,1.2212885154061626,4.88515406162465,39.0812324929972,26.20183486238532,6.55045871559633,0.01141648708373725,0.014465506372904433,0.9437209985047537,True,True,True,True,0.771525,0.0002847,0.0002847,0.0002847,3.52e-05,3.52e-05,3.52e-05,98112,296,1.0056819729770368,False,False
seed-31415__h-1__c-32__turning,31415,1,32,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,validation,ok,,,357,5,15,16,1.2100840336134453,6.050420168067227,48.403361344537814,26.444444444444446,5.288888888888889,0.012866111939264934,0.016092389226893128,0.9826534844287464,True,True,True,True,0.7648758,0.0003473,0.0003473,0.0003473,3.77e-05,3.77e-05,3.77e-05,122640,368,0.998341264211926,True,False
seed-31415__h-1__c-32__turning,31415,1,32,0.1,turning,"dt,dy,theta,r,delta_theta",primary,vectorchain,test,ok,,,357,5,15,16,1.2212885154061626,6.106442577030812,48.851540616246496,26.20183486238532,5.240366972477065,0.01141937542761387,0.014467927497411891,0.943878951221982,True,True,True,True,0.7648758,0.0003473,0.0003473,0.0003473,3.88e-05,3.88e-05,3.88e-05,122640,368,1.0058502962426534,False,False
seed-31415__h-1__c-32__full_relational,31415,1,32,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,validation,ok,,,357,6,18,19,1.2100840336134453,7.260504201680672,58.08403361344538,26.444444444444446,4.407407407407407,0.013026226102894427,0.01645990318975225,1.0050950790911604,True,True,True,True,0.7648206,0.0003705,0.0003705,0.0003705,3.79e-05,3.79e-05,3.79e-05,147168,440,1.021141132467856,False,False
seed-31415__h-1__c-32__full_relational,31415,1,32,0.1,full_relational,"dt,dy,theta,r,delta_theta,delta_r",secondary,vectorchain,test,ok,,,357,6,18,19,1.2212885154061626,7.3277310924369745,58.621848739495796,26.20183486238532,4.366972477064221,0.011452565405151416,0.014828701291207256,0.967415618113412,True,True,True,True,0.7648206,0.0003705,0.0003705,0.0003705,3.87e-05,3.87e-05,3.87e-05,147168,440,1.0309322872486608,False,False
