representation,role,causal_scope,split,horizon,context_length,tolerance,selected_parameters,n_seeds,n_successes,n_failures,rmse_mean,rmse_median,rmse_ratio_vs_raw_mean,candidate_rmse_ratio_vs_control_mean,candidate_rmse_ratio_vs_control_median,candidate_predictive_advantage_rate,candidate_pareto_rate,robust_predictive_cell,robust_pareto_cell,mean_input_steps,mean_input_scalar_elements,n_pooled_features,n_model_parameters,representation_runtime_median_s
moving_average_geometry,causal_control,strict_online,validation,16,128,,"2,8",5,5,0,0.1640603706587207,0.15367385457682328,0.5488523289232642,1.0795393144963812,1.0849849288026914,0.2,0.2,False,False,127.0,508.0,12,13,0.2169849
raw,baseline,strict_online,test,1,32,,,5,5,0,0.01620090461462778,0.016097761603595707,1.0,,,,,False,False,32.0,32.0,3,4,0.0632228
raw,baseline,strict_online,test,1,64,,,5,5,0,0.01997238470744773,0.019772766415493043,1.0,,,,,False,False,64.0,64.0,3,4,0.062617
raw,baseline,strict_online,test,1,128,,,5,5,0,0.0233009695334288,0.02291719282907656,1.0,,,,,False,False,128.0,128.0,3,4,0.0573118
raw,baseline,strict_online,test,4,32,,,5,5,0,0.03961351913699983,0.03948178938534824,1.0,,,,,False,False,32.0,32.0,3,4,0.0628859
raw,baseline,strict_online,test,4,64,,,5,5,0,0.06271091281694605,0.06256652873905928,1.0,,,,,False,False,64.0,64.0,3,4,0.0607707
raw,baseline,strict_online,test,4,128,,,5,5,0,0.07764372670240961,0.07751448676320012,1.0,,,,,False,False,128.0,128.0,3,4,0.0578385
raw,baseline,strict_online,test,16,32,,,5,5,0,0.20406015333926045,0.20406021512480174,1.0,,,,,False,False,32.0,32.0,3,4,0.0629412
raw,baseline,strict_online,test,16,64,,,5,5,0,0.28157911464839996,0.28158924729638174,1.0,,,,,False,False,64.0,64.0,3,4,0.05992
raw,baseline,strict_online,test,16,128,,,5,5,0,0.30599455717299834,0.30595235397035986,1.0,,,,,False,False,128.0,128.0,3,4,0.0568437
raw,baseline,strict_online,validation,1,32,,,5,5,0,0.01605089535623467,0.016336567181238135,1.0,,,,,False,False,32.0,32.0,3,4,0.0632228
raw,baseline,strict_online,validation,1,64,,,5,5,0,0.018839401301959924,0.01935007654134229,1.0,,,,,False,False,64.0,64.0,3,4,0.062617
raw,baseline,strict_online,validation,1,128,,,5,5,0,0.022588085470685727,0.02310810038000919,1.0,,,,,False,False,128.0,128.0,3,4,0.0573118
raw,baseline,strict_online,validation,4,32,,,5,5,0,0.03548078434154179,0.03524808021139431,1.0,,,,,False,False,32.0,32.0,3,4,0.0628859
raw,baseline,strict_online,validation,4,64,,,5,5,0,0.05608188419425035,0.05598291103896755,1.0,,,,,False,False,64.0,64.0,3,4,0.0607707
raw,baseline,strict_online,validation,4,128,,,5,5,0,0.07402612905454467,0.07402505713511623,1.0,,,,,False,False,128.0,128.0,3,4,0.0578385
raw,baseline,strict_online,validation,16,32,,,5,5,0,0.17880212569792353,0.1788801104592664,1.0,,,,,False,False,32.0,32.0,3,4,0.0629412
raw,baseline,strict_online,validation,16,64,,,5,5,0,0.2606365282107107,0.26079423013071884,1.0,,,,,False,False,64.0,64.0,3,4,0.05992
raw,baseline,strict_online,validation,16,128,,,5,5,0,0.2989139635323414,0.29910350360002325,1.0,,,,,False,False,128.0,128.0,3,4,0.0568437
