condition_id,seed,horizon,context_length,tolerance,role,causal_scope,selected_parameter,representation,split,signal,n_examples,mae,rmse,candidate_rmse_ratio_vs_control
seed-2718__h-1__c-32__abba_geometry,2718,1,32,,external_control,window_offline,0.1,abba_geometry,validation,regime_change,51,0.02501587632603471,0.03038043609549845,0.7420253154961816
seed-2718__h-1__c-32__abba_geometry,2718,1,32,,external_control,window_offline,0.1,abba_geometry,test,sine,51,0.012749681718536802,0.015505973135766541,0.9937732358613682
seed-2718__h-1__c-32__abba_geometry,2718,1,32,,external_control,window_offline,0.1,abba_geometry,test,chirp,51,0.02191355756494538,0.025725792586104742,0.6624686698072586
seed-2718__h-1__c-32__abba_geometry,2718,1,32,,external_control,window_offline,0.1,abba_geometry,test,ramp,51,0.012695763720335991,0.014985254012385563,1.0005352627762487
seed-2718__h-1__c-32__abba_geometry,2718,1,32,,external_control,window_offline,0.1,abba_geometry,test,piecewise_linear,51,0.009885366794216493,0.012136639417147271,1.0024523729456434
seed-2718__h-1__c-32__abba_geometry,2718,1,32,,external_control,window_offline,0.1,abba_geometry,test,first_order_response,51,0.013155546354685008,0.015056121970817413,1.0012787033270891
seed-2718__h-1__c-32__abba_geometry,2718,1,32,,external_control,window_offline,0.1,abba_geometry,test,second_order_response,51,0.01028547402870337,0.012935301836829392,1.0016639417233892
seed-2718__h-1__c-32__abba_geometry,2718,1,32,,external_control,window_offline,0.1,abba_geometry,test,regime_change,51,0.022661496553101904,0.027685899538231376,0.7628691713171187
seed-2718__h-4__c-32__raw,2718,4,32,,baseline,strict_online,,raw,validation,sine,51,0.016241069483369647,0.019512433912044585,
seed-2718__h-4__c-32__raw,2718,4,32,,baseline,strict_online,,raw,validation,chirp,51,0.03412436284701423,0.03942148978152117,
seed-2718__h-4__c-32__raw,2718,4,32,,baseline,strict_online,,raw,validation,ramp,51,0.014298397257701961,0.01740233987397544,
seed-2718__h-4__c-32__raw,2718,4,32,,baseline,strict_online,,raw,validation,piecewise_linear,51,0.01768103963800201,0.020890275781266496,
seed-2718__h-4__c-32__raw,2718,4,32,,baseline,strict_online,,raw,validation,first_order_response,51,0.014474651503710344,0.018378205556493964,
seed-2718__h-4__c-32__raw,2718,4,32,,baseline,strict_online,,raw,validation,second_order_response,51,0.015785521497143143,0.02002086351186654,
seed-2718__h-4__c-32__raw,2718,4,32,,baseline,strict_online,,raw,validation,regime_change,51,0.06749446677911,0.07575292177819669,
seed-2718__h-4__c-32__raw,2718,4,32,,baseline,strict_online,,raw,test,sine,52,0.014601033635319125,0.018011894596174204,
seed-2718__h-4__c-32__raw,2718,4,32,,baseline,strict_online,,raw,test,chirp,52,0.05380092910209869,0.0609587257928153,
seed-2718__h-4__c-32__raw,2718,4,32,,baseline,strict_online,,raw,test,ramp,52,0.013074008198519348,0.016832651972838807,
seed-2718__h-4__c-32__raw,2718,4,32,,baseline,strict_online,,raw,test,piecewise_linear,52,0.012196939073865206,0.015283189347396666,
seed-2718__h-4__c-32__raw,2718,4,32,,baseline,strict_online,,raw,test,first_order_response,52,0.01346408209842179,0.016965925375011355,
seed-2718__h-4__c-32__raw,2718,4,32,,baseline,strict_online,,raw,test,second_order_response,52,0.014572519831565933,0.018466502200698606,
seed-2718__h-4__c-32__raw,2718,4,32,,baseline,strict_online,,raw,test,regime_change,52,0.06828382931211963,0.07639190735271965,
seed-2718__h-4__c-32__first_difference,2718,4,32,,baseline,strict_online,,first_difference,validation,sine,51,0.019837045957323926,0.025037659626763208,
seed-2718__h-4__c-32__first_difference,2718,4,32,,baseline,strict_online,,first_difference,validation,chirp,51,0.05944818405969581,0.06665030147765354,
seed-2718__h-4__c-32__first_difference,2718,4,32,,baseline,strict_online,,first_difference,validation,ramp,51,0.012072777072595917,0.015051458134476156,
seed-2718__h-4__c-32__first_difference,2718,4,32,,baseline,strict_online,,first_difference,validation,piecewise_linear,51,0.015883062087564247,0.018874234526017327,
seed-2718__h-4__c-32__first_difference,2718,4,32,,baseline,strict_online,,first_difference,validation,first_order_response,51,0.01157795699101738,0.014674671101210804,
seed-2718__h-4__c-32__first_difference,2718,4,32,,baseline,strict_online,,first_difference,validation,second_order_response,51,0.013486593425362323,0.01643472615187985,
seed-2718__h-4__c-32__first_difference,2718,4,32,,baseline,strict_online,,first_difference,validation,regime_change,51,0.104523602025229,0.11594168412683652,
seed-2718__h-4__c-32__first_difference,2718,4,32,,baseline,strict_online,,first_difference,test,sine,52,0.019347576479616106,0.023304749898702,
seed-2718__h-4__c-32__first_difference,2718,4,32,,baseline,strict_online,,first_difference,test,chirp,52,0.08461494023874076,0.0947867263725535,
seed-2718__h-4__c-32__first_difference,2718,4,32,,baseline,strict_online,,first_difference,test,ramp,52,0.010461544478296954,0.013703587172204748,
seed-2718__h-4__c-32__first_difference,2718,4,32,,baseline,strict_online,,first_difference,test,piecewise_linear,52,0.010200438791550102,0.012937962500772086,
seed-2718__h-4__c-32__first_difference,2718,4,32,,baseline,strict_online,,first_difference,test,first_order_response,52,0.011090132212010665,0.01353112997642523,
seed-2718__h-4__c-32__first_difference,2718,4,32,,baseline,strict_online,,first_difference,test,second_order_response,52,0.012175322481848262,0.015541843151055642,
seed-2718__h-4__c-32__first_difference,2718,4,32,,baseline,strict_online,,first_difference,test,regime_change,52,0.1053998593278444,0.1160076220536477,
seed-2718__h-4__c-32__absolute_geometry,2718,4,32,0.1,candidate,strict_online,,absolute_geometry,validation,sine,51,0.020006492797970413,0.02516203092657685,
seed-2718__h-4__c-32__absolute_geometry,2718,4,32,0.1,candidate,strict_online,,absolute_geometry,validation,chirp,51,0.03628385156699293,0.043125294986966475,
seed-2718__h-4__c-32__absolute_geometry,2718,4,32,0.1,candidate,strict_online,,absolute_geometry,validation,ramp,51,0.012979075424847025,0.01616659894452221,
seed-2718__h-4__c-32__absolute_geometry,2718,4,32,0.1,candidate,strict_online,,absolute_geometry,validation,piecewise_linear,51,0.017820252810940372,0.021230789437550496,
seed-2718__h-4__c-32__absolute_geometry,2718,4,32,0.1,candidate,strict_online,,absolute_geometry,validation,first_order_response,51,0.012677827722259262,0.016387280861315023,
seed-2718__h-4__c-32__absolute_geometry,2718,4,32,0.1,candidate,strict_online,,absolute_geometry,validation,second_order_response,51,0.014792863641146242,0.01806552326097627,
seed-2718__h-4__c-32__absolute_geometry,2718,4,32,0.1,candidate,strict_online,,absolute_geometry,validation,regime_change,51,0.06459319313505812,0.08165703853483275,
seed-2718__h-4__c-32__absolute_geometry,2718,4,32,0.1,candidate,strict_online,,absolute_geometry,test,sine,52,0.018376224682109362,0.0231279266806342,
seed-2718__h-4__c-32__absolute_geometry,2718,4,32,0.1,candidate,strict_online,,absolute_geometry,test,chirp,52,0.043237687518515325,0.05697895695301187,
seed-2718__h-4__c-32__absolute_geometry,2718,4,32,0.1,candidate,strict_online,,absolute_geometry,test,ramp,52,0.011920176389582334,0.015399140465544137,
seed-2718__h-4__c-32__absolute_geometry,2718,4,32,0.1,candidate,strict_online,,absolute_geometry,test,piecewise_linear,52,0.01120983594604079,0.014340125012059942,
seed-2718__h-4__c-32__absolute_geometry,2718,4,32,0.1,candidate,strict_online,,absolute_geometry,test,first_order_response,52,0.011574552666307001,0.014671783929977785,
seed-2718__h-4__c-32__absolute_geometry,2718,4,32,0.1,candidate,strict_online,,absolute_geometry,test,second_order_response,52,0.012636971505662477,0.016385492798318954,
seed-2718__h-4__c-32__absolute_geometry,2718,4,32,0.1,candidate,strict_online,,absolute_geometry,test,regime_change,52,0.06021265684296892,0.0792176560590338,
seed-2718__h-4__c-32__local_geometry,2718,4,32,,primary_control,strict_online,1,local_geometry,validation,sine,51,0.020673934838744648,0.025641624611128348,0.9812962832182108
seed-2718__h-4__c-32__local_geometry,2718,4,32,,primary_control,strict_online,1,local_geometry,validation,chirp,51,0.06018357696041444,0.067993555401633,0.6342556251431255
seed-2718__h-4__c-32__local_geometry,2718,4,32,,primary_control,strict_online,1,local_geometry,validation,ramp,51,0.01222565216604362,0.01524549546962311,1.0604180740950278
seed-2718__h-4__c-32__local_geometry,2718,4,32,,primary_control,strict_online,1,local_geometry,validation,piecewise_linear,51,0.015851689615568113,0.0188463394436748,1.1265205904309425
seed-2718__h-4__c-32__local_geometry,2718,4,32,,primary_control,strict_online,1,local_geometry,validation,first_order_response,51,0.011925903062923755,0.014990510258115597,1.0931769885847107
seed-2718__h-4__c-32__local_geometry,2718,4,32,,primary_control,strict_online,1,local_geometry,validation,second_order_response,51,0.013777549160299178,0.0164820699972355,1.0960712619231903
seed-2718__h-4__c-32__local_geometry,2718,4,32,,primary_control,strict_online,1,local_geometry,validation,regime_change,51,0.10344707143977148,0.11585536147799794,0.7048188145383346
seed-2718__h-4__c-32__local_geometry,2718,4,32,,primary_control,strict_online,1,local_geometry,test,sine,52,0.020146822453130733,0.02375003393419934,0.9738060478023434
seed-2718__h-4__c-32__local_geometry,2718,4,32,,primary_control,strict_online,1,local_geometry,test,chirp,52,0.08328742476304939,0.09349231878051432,0.6094506767639122
seed-2718__h-4__c-32__local_geometry,2718,4,32,,primary_control,strict_online,1,local_geometry,test,ramp,52,0.01056471219397345,0.013916756730316301,1.1065179024074343
seed-2718__h-4__c-32__local_geometry,2718,4,32,,primary_control,strict_online,1,local_geometry,test,piecewise_linear,52,0.010615092172911912,0.013275573540677566,1.0801887367141234
seed-2718__h-4__c-32__local_geometry,2718,4,32,,primary_control,strict_online,1,local_geometry,test,first_order_response,52,0.011219212726593163,0.013690612789863678,1.0716674377673256
seed-2718__h-4__c-32__local_geometry,2718,4,32,,primary_control,strict_online,1,local_geometry,test,second_order_response,52,0.01246180396930453,0.01620078216348438,1.0114013405631057
seed-2718__h-4__c-32__local_geometry,2718,4,32,,primary_control,strict_online,1,local_geometry,test,regime_change,52,0.1059237141897367,0.11737299808274736,0.6749223190429691
seed-2718__h-4__c-32__moving_average_geometry,2718,4,32,,causal_control,strict_online,4,moving_average_geometry,validation,sine,51,0.01979767589376074,0.02533762287911601,0.9930699121469722
seed-2718__h-4__c-32__moving_average_geometry,2718,4,32,,causal_control,strict_online,4,moving_average_geometry,validation,chirp,51,0.04675812638178412,0.057467679494510496,0.7504269420011286
seed-2718__h-4__c-32__moving_average_geometry,2718,4,32,,causal_control,strict_online,4,moving_average_geometry,validation,ramp,51,0.015641729006706028,0.0189431269643457,0.853428210397924
seed-2718__h-4__c-32__moving_average_geometry,2718,4,32,,causal_control,strict_online,4,moving_average_geometry,validation,piecewise_linear,51,0.01993773617799883,0.02393226023120937,0.8871201145416275
seed-2718__h-4__c-32__moving_average_geometry,2718,4,32,,causal_control,strict_online,4,moving_average_geometry,validation,first_order_response,51,0.01578159848344365,0.019624349938519504,0.8350483410994102
seed-2718__h-4__c-32__moving_average_geometry,2718,4,32,,causal_control,strict_online,4,moving_average_geometry,validation,second_order_response,51,0.0171247973165246,0.020930033368093046,0.8631387701711167
seed-2718__h-4__c-32__moving_average_geometry,2718,4,32,,causal_control,strict_online,4,moving_average_geometry,validation,regime_change,51,0.08286252495793618,0.09966538107786035,0.81931195819179
seed-2718__h-4__c-32__moving_average_geometry,2718,4,32,,causal_control,strict_online,4,moving_average_geometry,test,sine,52,0.019175226868625054,0.024332789890246922,0.9504839677222686
seed-2718__h-4__c-32__moving_average_geometry,2718,4,32,,causal_control,strict_online,4,moving_average_geometry,test,chirp,52,0.055688093437902784,0.06925679027356738,0.8227201510197408
seed-2718__h-4__c-32__moving_average_geometry,2718,4,32,,causal_control,strict_online,4,moving_average_geometry,test,ramp,52,0.01426368828613623,0.01791412935025154,0.8596086454700022
seed-2718__h-4__c-32__moving_average_geometry,2718,4,32,,causal_control,strict_online,4,moving_average_geometry,test,piecewise_linear,52,0.013448379924859212,0.017059417640996492,0.8405987422219117
seed-2718__h-4__c-32__moving_average_geometry,2718,4,32,,causal_control,strict_online,4,moving_average_geometry,test,first_order_response,52,0.013534833720997194,0.016835814851544062,0.8714626562094909
seed-2718__h-4__c-32__moving_average_geometry,2718,4,32,,causal_control,strict_online,4,moving_average_geometry,test,second_order_response,52,0.015318787362307632,0.019676201474149675,0.8327569129562935
seed-2718__h-4__c-32__moving_average_geometry,2718,4,32,,causal_control,strict_online,4,moving_average_geometry,test,regime_change,52,0.07708990631682346,0.09640016218266179,0.8217585351042245
seed-2718__h-4__c-32__ewma_geometry,2718,4,32,,causal_control,strict_online,0.5,ewma_geometry,validation,sine,51,0.020423474281566763,0.026119786828691233,0.9633321700366123
seed-2718__h-4__c-32__ewma_geometry,2718,4,32,,causal_control,strict_online,0.5,ewma_geometry,validation,chirp,51,0.05776474735796424,0.0693255002667743,0.6220697264500691
seed-2718__h-4__c-32__ewma_geometry,2718,4,32,,causal_control,strict_online,0.5,ewma_geometry,validation,ramp,51,0.014037100957628765,0.01774073660508409,0.9112698815385847
seed-2718__h-4__c-32__ewma_geometry,2718,4,32,,causal_control,strict_online,0.5,ewma_geometry,validation,piecewise_linear,51,0.01850279852365812,0.021952023435591828,0.9671449877885989
seed-2718__h-4__c-32__ewma_geometry,2718,4,32,,causal_control,strict_online,0.5,ewma_geometry,validation,first_order_response,51,0.014392304476160103,0.017992583923465196,0.9107797374196709
seed-2718__h-4__c-32__ewma_geometry,2718,4,32,,causal_control,strict_online,0.5,ewma_geometry,validation,second_order_response,51,0.015470462521360676,0.0189005617058063,0.9558193847448722
seed-2718__h-4__c-32__ewma_geometry,2718,4,32,,causal_control,strict_online,0.5,ewma_geometry,validation,regime_change,51,0.09909951047765854,0.12138653668940379,0.6727025975192918
seed-2718__h-4__c-32__ewma_geometry,2718,4,32,,causal_control,strict_online,0.5,ewma_geometry,test,sine,52,0.019666781603163246,0.024173637822512445,0.9567416724964583
seed-2718__h-4__c-32__ewma_geometry,2718,4,32,,causal_control,strict_online,0.5,ewma_geometry,test,chirp,52,0.0699825257839335,0.08503316609782657,0.6700792122389082
seed-2718__h-4__c-32__ewma_geometry,2718,4,32,,causal_control,strict_online,0.5,ewma_geometry,test,ramp,52,0.013480281497856598,0.01725817337942058,0.8922810153191972
seed-2718__h-4__c-32__ewma_geometry,2718,4,32,,causal_control,strict_online,0.5,ewma_geometry,test,piecewise_linear,52,0.012418692685568602,0.015385705875631244,0.9320420608568013
seed-2718__h-4__c-32__ewma_geometry,2718,4,32,,causal_control,strict_online,0.5,ewma_geometry,test,first_order_response,52,0.012981252637120824,0.016159605789087345,0.907929569661019
seed-2718__h-4__c-32__ewma_geometry,2718,4,32,,causal_control,strict_online,0.5,ewma_geometry,test,second_order_response,52,0.014083571015595887,0.01814524707056873,0.9030184452487248
seed-2718__h-4__c-32__ewma_geometry,2718,4,32,,causal_control,strict_online,0.5,ewma_geometry,test,regime_change,52,0.0984274297508487,0.11925064987118326,0.6642953824118037
seed-2718__h-4__c-32__fixed_geometry,2718,4,32,,causal_control,forecast_causal_fixed_boundaries,16,fixed_geometry,validation,sine,51,0.017128632721793574,0.021213972878403656,1.1861064907927932
