condition_id,seed,horizon,context_length,tolerance,role,causal_scope,selected_parameter,representation,split,signal,n_examples,mae,rmse,candidate_rmse_ratio_vs_control
seed-31415__h-16__c-128__moving_average_geometry,31415,16,128,,causal_control,strict_online,8,moving_average_geometry,validation,ramp,51,0.03224738286900707,0.03961669289602942,0.4194414376936534
seed-31415__h-16__c-128__moving_average_geometry,31415,16,128,,causal_control,strict_online,8,moving_average_geometry,validation,piecewise_linear,51,0.03399948081961323,0.04310616190236888,0.9420756872054064
seed-31415__h-16__c-128__moving_average_geometry,31415,16,128,,causal_control,strict_online,8,moving_average_geometry,validation,first_order_response,51,0.028851471999498432,0.034961373595874895,0.43619138791650797
seed-31415__h-16__c-128__moving_average_geometry,31415,16,128,,causal_control,strict_online,8,moving_average_geometry,validation,second_order_response,51,0.02918097666071695,0.03433950159971479,0.911366109082736
seed-31415__h-16__c-128__moving_average_geometry,31415,16,128,,causal_control,strict_online,8,moving_average_geometry,validation,regime_change,51,0.3092630140031201,0.36462080561454646,1.2176845660398175
seed-31415__h-16__c-128__moving_average_geometry,31415,16,128,,causal_control,strict_online,8,moving_average_geometry,test,sine,52,0.03697954165515187,0.048401943557402516,1.5244848531383839
seed-31415__h-16__c-128__moving_average_geometry,31415,16,128,,causal_control,strict_online,8,moving_average_geometry,test,chirp,52,0.25626973581958146,0.3155542899334574,1.110604888001204
seed-31415__h-16__c-128__moving_average_geometry,31415,16,128,,causal_control,strict_online,8,moving_average_geometry,test,ramp,52,0.02698638997352827,0.03173935734029518,0.39447011641744933
seed-31415__h-16__c-128__moving_average_geometry,31415,16,128,,causal_control,strict_online,8,moving_average_geometry,test,piecewise_linear,52,0.030532104393607182,0.03810137209430244,0.44046942454216537
seed-31415__h-16__c-128__moving_average_geometry,31415,16,128,,causal_control,strict_online,8,moving_average_geometry,test,first_order_response,52,0.03237195170609482,0.041821885325697035,0.41567096536974196
seed-31415__h-16__c-128__moving_average_geometry,31415,16,128,,causal_control,strict_online,8,moving_average_geometry,test,second_order_response,52,0.033375303012952516,0.039975906230589595,0.7241658606754302
seed-31415__h-16__c-128__moving_average_geometry,31415,16,128,,causal_control,strict_online,8,moving_average_geometry,test,regime_change,52,0.27643799374230554,0.3393825467129328,1.216917779395888
seed-31415__h-16__c-128__ewma_geometry,31415,16,128,,causal_control,strict_online,0.2,ewma_geometry,validation,sine,51,0.0422173563545101,0.05439939883627819,1.323933846979748
seed-31415__h-16__c-128__ewma_geometry,31415,16,128,,causal_control,strict_online,0.2,ewma_geometry,validation,chirp,51,0.13371526819931556,0.15462189400641876,1.1894152718062874
seed-31415__h-16__c-128__ewma_geometry,31415,16,128,,causal_control,strict_online,0.2,ewma_geometry,validation,ramp,51,0.03863046738512046,0.048846488559689906,0.3401858171375587
seed-31415__h-16__c-128__ewma_geometry,31415,16,128,,causal_control,strict_online,0.2,ewma_geometry,validation,piecewise_linear,51,0.036980748948112506,0.04564370435148063,0.8897013876053719
seed-31415__h-16__c-128__ewma_geometry,31415,16,128,,causal_control,strict_online,0.2,ewma_geometry,validation,first_order_response,51,0.033874152672646415,0.04406944080571532,0.3460413790926634
seed-31415__h-16__c-128__ewma_geometry,31415,16,128,,causal_control,strict_online,0.2,ewma_geometry,validation,second_order_response,51,0.03314281336089887,0.04012059292260639,0.780044752108797
seed-31415__h-16__c-128__ewma_geometry,31415,16,128,,causal_control,strict_online,0.2,ewma_geometry,validation,regime_change,51,0.3369077809503618,0.37967381692525143,1.169406758278644
seed-31415__h-16__c-128__ewma_geometry,31415,16,128,,causal_control,strict_online,0.2,ewma_geometry,test,sine,52,0.05225545807220341,0.06620673558218791,1.1145094100602486
seed-31415__h-16__c-128__ewma_geometry,31415,16,128,,causal_control,strict_online,0.2,ewma_geometry,test,chirp,52,0.25465243158349166,0.3026442888864226,1.1579803409452982
seed-31415__h-16__c-128__ewma_geometry,31415,16,128,,causal_control,strict_online,0.2,ewma_geometry,test,ramp,52,0.02866349843294926,0.0367895140760677,0.3403205587101221
seed-31415__h-16__c-128__ewma_geometry,31415,16,128,,causal_control,strict_online,0.2,ewma_geometry,test,piecewise_linear,52,0.036240467036951586,0.043177693726416576,0.3886842485608861
seed-31415__h-16__c-128__ewma_geometry,31415,16,128,,causal_control,strict_online,0.2,ewma_geometry,test,first_order_response,52,0.038185598653665415,0.04827842113418142,0.3600810266474736
seed-31415__h-16__c-128__ewma_geometry,31415,16,128,,causal_control,strict_online,0.2,ewma_geometry,test,second_order_response,52,0.03716730125736777,0.04529278678938354,0.6391566647548566
seed-31415__h-16__c-128__ewma_geometry,31415,16,128,,causal_control,strict_online,0.2,ewma_geometry,test,regime_change,52,0.29538270252182686,0.3418209844282844,1.208236690917005
seed-31415__h-16__c-128__fixed_geometry,31415,16,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,sine,51,0.04643022627704128,0.05471790558054685,1.3162273776850144
seed-31415__h-16__c-128__fixed_geometry,31415,16,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,chirp,51,0.2263760956911068,0.2582081227134014,0.7122535114473466
seed-31415__h-16__c-128__fixed_geometry,31415,16,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,ramp,51,0.018194218465462625,0.02279114232054127,0.7290938905682673
seed-31415__h-16__c-128__fixed_geometry,31415,16,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,piecewise_linear,51,0.04573098048270307,0.05307126011038862,0.7651837739012431
seed-31415__h-16__c-128__fixed_geometry,31415,16,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,first_order_response,51,0.016309667610538994,0.0201150515235447,0.7581312955824275
seed-31415__h-16__c-128__fixed_geometry,31415,16,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,second_order_response,51,0.01686917082160317,0.02051003956538881,1.5258799409429213
seed-31415__h-16__c-128__fixed_geometry,31415,16,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,regime_change,51,0.5540680597897691,0.6201822271417603,0.7159075317267201
seed-31415__h-16__c-128__fixed_geometry,31415,16,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,sine,52,0.03968224779744046,0.05044810603093029,1.4626521314889178
seed-31415__h-16__c-128__fixed_geometry,31415,16,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,chirp,52,0.38338300166612943,0.438903921593544,0.798480304202873
seed-31415__h-16__c-128__fixed_geometry,31415,16,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,ramp,52,0.01650607183911079,0.019855926844811463,0.6305536922499749
seed-31415__h-16__c-128__fixed_geometry,31415,16,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,piecewise_linear,52,0.02567605431003068,0.03136328726283043,0.5350998222859676
seed-31415__h-16__c-128__fixed_geometry,31415,16,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,first_order_response,52,0.017023438971029484,0.02111674836735998,0.8232395984689427
seed-31415__h-16__c-128__fixed_geometry,31415,16,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,second_order_response,52,0.017039466757477056,0.020072854591260243,1.4422057615243093
seed-31415__h-16__c-128__fixed_geometry,31415,16,128,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,regime_change,52,0.5384724261449956,0.6065790106642874,0.6808686879213491
seed-31415__h-16__c-128__abba_geometry,31415,16,128,,external_control,window_offline,0.1,abba_geometry,validation,sine,51,0.09102500939959625,0.11024093750725225,0.6533072650072616
seed-31415__h-16__c-128__abba_geometry,31415,16,128,,external_control,window_offline,0.1,abba_geometry,validation,chirp,51,0.29448090046823633,0.4102674128755612,0.4482677305463435
seed-31415__h-16__c-128__abba_geometry,31415,16,128,,external_control,window_offline,0.1,abba_geometry,validation,ramp,51,0.022006204119478828,0.025972754288293,0.6397813046908329
seed-31415__h-16__c-128__abba_geometry,31415,16,128,,external_control,window_offline,0.1,abba_geometry,validation,piecewise_linear,51,0.05435021079191103,0.05715375070690229,0.7105267212508138
seed-31415__h-16__c-128__abba_geometry,31415,16,128,,external_control,window_offline,0.1,abba_geometry,validation,first_order_response,51,0.015286545891543744,0.01811568700716638,0.8418035742293152
seed-31415__h-16__c-128__abba_geometry,31415,16,128,,external_control,window_offline,0.1,abba_geometry,validation,second_order_response,51,0.032409338281776744,0.03744774394424072,0.8357207848721581
seed-31415__h-16__c-128__abba_geometry,31415,16,128,,external_control,window_offline,0.1,abba_geometry,validation,regime_change,51,0.5187934940342365,0.654160196165562,0.6787223222329276
seed-31415__h-16__c-128__abba_geometry,31415,16,128,,external_control,window_offline,0.1,abba_geometry,test,sine,52,0.0680749236708452,0.08932040032511537,0.8261050056553675
seed-31415__h-16__c-128__abba_geometry,31415,16,128,,external_control,window_offline,0.1,abba_geometry,test,chirp,52,0.47664369474548945,0.5829324304353616,0.6011951274834884
seed-31415__h-16__c-128__abba_geometry,31415,16,128,,external_control,window_offline,0.1,abba_geometry,test,ramp,52,0.020738663477907,0.02344529589509872,0.5340187661124226
seed-31415__h-16__c-128__abba_geometry,31415,16,128,,external_control,window_offline,0.1,abba_geometry,test,piecewise_linear,52,0.01844971655699996,0.022929350066939674,0.7319217244121492
seed-31415__h-16__c-128__abba_geometry,31415,16,128,,external_control,window_offline,0.1,abba_geometry,test,first_order_response,52,0.016661190519267007,0.020577862845667663,0.8447982950073497
seed-31415__h-16__c-128__abba_geometry,31415,16,128,,external_control,window_offline,0.1,abba_geometry,test,second_order_response,52,0.015943302006564738,0.019258527455684637,1.5031879570423818
seed-31415__h-16__c-128__abba_geometry,31415,16,128,,external_control,window_offline,0.1,abba_geometry,test,regime_change,52,0.5037614589237527,0.6347926732598294,0.6506071549168252
seed-104729__h-1__c-32__raw,104729,1,32,,baseline,strict_online,,raw,validation,sine,51,0.011945419138802597,0.015219080015618723,
seed-104729__h-1__c-32__raw,104729,1,32,,baseline,strict_online,,raw,validation,chirp,51,0.011690757856923722,0.01499301598110121,
seed-104729__h-1__c-32__raw,104729,1,32,,baseline,strict_online,,raw,validation,ramp,51,0.012381405873981177,0.01445378595731303,
seed-104729__h-1__c-32__raw,104729,1,32,,baseline,strict_online,,raw,validation,piecewise_linear,51,0.012866127687044726,0.015352590104704314,
seed-104729__h-1__c-32__raw,104729,1,32,,baseline,strict_online,,raw,validation,first_order_response,51,0.010373955665613272,0.0130547448824217,
seed-104729__h-1__c-32__raw,104729,1,32,,baseline,strict_online,,raw,validation,second_order_response,51,0.011167922421234966,0.013741472864324481,
seed-104729__h-1__c-32__raw,104729,1,32,,baseline,strict_online,,raw,validation,regime_change,51,0.012165041016948893,0.015397503681922563,
seed-104729__h-1__c-32__raw,104729,1,32,,baseline,strict_online,,raw,test,sine,51,0.011376439780781383,0.014453700663229372,
seed-104729__h-1__c-32__raw,104729,1,32,,baseline,strict_online,,raw,test,chirp,51,0.013609392370431118,0.01787128955674303,
seed-104729__h-1__c-32__raw,104729,1,32,,baseline,strict_online,,raw,test,ramp,51,0.01057387714629042,0.013671516676082062,
seed-104729__h-1__c-32__raw,104729,1,32,,baseline,strict_online,,raw,test,piecewise_linear,51,0.013135048824002044,0.016210744347736877,
seed-104729__h-1__c-32__raw,104729,1,32,,baseline,strict_online,,raw,test,first_order_response,51,0.009354759123796503,0.011743215793333584,
seed-104729__h-1__c-32__raw,104729,1,32,,baseline,strict_online,,raw,test,second_order_response,51,0.012593570644297765,0.01702601896461418,
seed-104729__h-1__c-32__raw,104729,1,32,,baseline,strict_online,,raw,test,regime_change,51,0.016657242642357174,0.020163091735342867,
seed-104729__h-1__c-32__first_difference,104729,1,32,,baseline,strict_online,,first_difference,validation,sine,51,0.01075947533310848,0.013516756944672073,
seed-104729__h-1__c-32__first_difference,104729,1,32,,baseline,strict_online,,first_difference,validation,chirp,51,0.018190866500068667,0.022312483385382317,
seed-104729__h-1__c-32__first_difference,104729,1,32,,baseline,strict_online,,first_difference,validation,ramp,51,0.010332298429098347,0.012573604448651231,
seed-104729__h-1__c-32__first_difference,104729,1,32,,baseline,strict_online,,first_difference,validation,piecewise_linear,51,0.011017121633344213,0.013709151272109905,
seed-104729__h-1__c-32__first_difference,104729,1,32,,baseline,strict_online,,first_difference,validation,first_order_response,51,0.008285197186235738,0.01060018405809853,
seed-104729__h-1__c-32__first_difference,104729,1,32,,baseline,strict_online,,first_difference,validation,second_order_response,51,0.009492598565409214,0.011561119231483737,
seed-104729__h-1__c-32__first_difference,104729,1,32,,baseline,strict_online,,first_difference,validation,regime_change,51,0.027689440926531222,0.03177461434073055,
seed-104729__h-1__c-32__first_difference,104729,1,32,,baseline,strict_online,,first_difference,test,sine,51,0.011729673300600818,0.01504118257705271,
seed-104729__h-1__c-32__first_difference,104729,1,32,,baseline,strict_online,,first_difference,test,chirp,51,0.025548407968246027,0.030218612574925682,
seed-104729__h-1__c-32__first_difference,104729,1,32,,baseline,strict_online,,first_difference,test,ramp,51,0.008619624490993382,0.011731368449337257,
seed-104729__h-1__c-32__first_difference,104729,1,32,,baseline,strict_online,,first_difference,test,piecewise_linear,51,0.01101383728209257,0.013488265909188288,
seed-104729__h-1__c-32__first_difference,104729,1,32,,baseline,strict_online,,first_difference,test,first_order_response,51,0.009035019069188768,0.011141587786305356,
seed-104729__h-1__c-32__first_difference,104729,1,32,,baseline,strict_online,,first_difference,test,second_order_response,51,0.01086689244726889,0.014919865744693776,
seed-104729__h-1__c-32__first_difference,104729,1,32,,baseline,strict_online,,first_difference,test,regime_change,51,0.029905658635931195,0.034300203361715624,
seed-104729__h-1__c-32__absolute_geometry,104729,1,32,0.1,candidate,strict_online,,absolute_geometry,validation,sine,51,0.012088353381280972,0.015247932000536202,
seed-104729__h-1__c-32__absolute_geometry,104729,1,32,0.1,candidate,strict_online,,absolute_geometry,validation,chirp,51,0.016441522635453055,0.02130498816922686,
seed-104729__h-1__c-32__absolute_geometry,104729,1,32,0.1,candidate,strict_online,,absolute_geometry,validation,ramp,51,0.012172604663511484,0.014276906541188003,
seed-104729__h-1__c-32__absolute_geometry,104729,1,32,0.1,candidate,strict_online,,absolute_geometry,validation,piecewise_linear,51,0.012812668689136929,0.015242970930427882,
seed-104729__h-1__c-32__absolute_geometry,104729,1,32,0.1,candidate,strict_online,,absolute_geometry,validation,first_order_response,51,0.010288214042459805,0.013126646500524421,
seed-104729__h-1__c-32__absolute_geometry,104729,1,32,0.1,candidate,strict_online,,absolute_geometry,validation,second_order_response,51,0.010815068008002034,0.0135889799083806,
seed-104729__h-1__c-32__absolute_geometry,104729,1,32,0.1,candidate,strict_online,,absolute_geometry,validation,regime_change,51,0.026848483927570756,0.03182504363195639,
seed-104729__h-1__c-32__absolute_geometry,104729,1,32,0.1,candidate,strict_online,,absolute_geometry,test,sine,51,0.012315845292403937,0.015867431878423002,
seed-104729__h-1__c-32__absolute_geometry,104729,1,32,0.1,candidate,strict_online,,absolute_geometry,test,chirp,51,0.0180195432994515,0.023216271599712648,
seed-104729__h-1__c-32__absolute_geometry,104729,1,32,0.1,candidate,strict_online,,absolute_geometry,test,ramp,51,0.010409133232589286,0.013466414098796214,
seed-104729__h-1__c-32__absolute_geometry,104729,1,32,0.1,candidate,strict_online,,absolute_geometry,test,piecewise_linear,51,0.01306013785821788,0.016106712048665622,
seed-104729__h-1__c-32__absolute_geometry,104729,1,32,0.1,candidate,strict_online,,absolute_geometry,test,first_order_response,51,0.009285513904913409,0.011576107437372331,
seed-104729__h-1__c-32__absolute_geometry,104729,1,32,0.1,candidate,strict_online,,absolute_geometry,test,second_order_response,51,0.012505929949637487,0.01686527420937221,
seed-104729__h-1__c-32__absolute_geometry,104729,1,32,0.1,candidate,strict_online,,absolute_geometry,test,regime_change,51,0.027974918275619626,0.03329841188940522,
seed-104729__h-1__c-32__local_geometry,104729,1,32,,primary_control,strict_online,1,local_geometry,validation,sine,51,0.010901451815681446,0.013723924957218593,1.1110474625931266
seed-104729__h-1__c-32__local_geometry,104729,1,32,,primary_control,strict_online,1,local_geometry,validation,chirp,51,0.018369521063040035,0.022319060519669018,0.9545647385315125
seed-104729__h-1__c-32__local_geometry,104729,1,32,,primary_control,strict_online,1,local_geometry,validation,ramp,51,0.0101619367215298,0.012435293003715054,1.1480957092786446
seed-104729__h-1__c-32__local_geometry,104729,1,32,,primary_control,strict_online,1,local_geometry,validation,piecewise_linear,51,0.011011800459039003,0.01396739780572194,1.0913250372365986
seed-104729__h-1__c-32__local_geometry,104729,1,32,,primary_control,strict_online,1,local_geometry,validation,first_order_response,51,0.008460546356940596,0.010857056153992295,1.209042885506083
seed-104729__h-1__c-32__local_geometry,104729,1,32,,primary_control,strict_online,1,local_geometry,validation,second_order_response,51,0.009519449387382743,0.01164414197185475,1.1670228636190412
seed-104729__h-1__c-32__local_geometry,104729,1,32,,primary_control,strict_online,1,local_geometry,validation,regime_change,51,0.027484196818935946,0.03196895351491957,0.9954984487404
seed-104729__h-1__c-32__local_geometry,104729,1,32,,primary_control,strict_online,1,local_geometry,test,sine,51,0.01158234390143494,0.014791070803090937,1.072771004186332
seed-104729__h-1__c-32__local_geometry,104729,1,32,,primary_control,strict_online,1,local_geometry,test,chirp,51,0.02443258896470485,0.028865938948692285,0.8042791069772014
seed-104729__h-1__c-32__local_geometry,104729,1,32,,primary_control,strict_online,1,local_geometry,test,ramp,51,0.008593903591018212,0.011767604225544997,1.1443632740097986
seed-104729__h-1__c-32__local_geometry,104729,1,32,,primary_control,strict_online,1,local_geometry,test,piecewise_linear,51,0.010869418817470515,0.013348598058402807,1.206621997171202
seed-104729__h-1__c-32__local_geometry,104729,1,32,,primary_control,strict_online,1,local_geometry,test,first_order_response,51,0.00909767872851997,0.01123856843363847,1.0300339857097425
seed-104729__h-1__c-32__local_geometry,104729,1,32,,primary_control,strict_online,1,local_geometry,test,second_order_response,51,0.011013615468999207,0.015063920686821735,1.1195806563245079
seed-104729__h-1__c-32__local_geometry,104729,1,32,,primary_control,strict_online,1,local_geometry,test,regime_change,51,0.030738976820370575,0.03506632542516519,0.9495837241477479
seed-104729__h-1__c-32__moving_average_geometry,104729,1,32,,causal_control,strict_online,4,moving_average_geometry,validation,sine,51,0.011879106885927143,0.014881540698954542,1.0246205220946913
seed-104729__h-1__c-32__moving_average_geometry,104729,1,32,,causal_control,strict_online,4,moving_average_geometry,validation,chirp,51,0.018835164160200025,0.023556223493662015,0.9044313989871564
seed-104729__h-1__c-32__moving_average_geometry,104729,1,32,,causal_control,strict_online,4,moving_average_geometry,validation,ramp,51,0.011266495086111532,0.013425281311730526,1.063434442056224
seed-104729__h-1__c-32__moving_average_geometry,104729,1,32,,causal_control,strict_online,4,moving_average_geometry,validation,piecewise_linear,51,0.01255149994535375,0.015057112066383329,1.0123435930625437
seed-104729__h-1__c-32__moving_average_geometry,104729,1,32,,causal_control,strict_online,4,moving_average_geometry,validation,first_order_response,51,0.009893347627357203,0.012720099069527714,1.0319610270937773
seed-104729__h-1__c-32__moving_average_geometry,104729,1,32,,causal_control,strict_online,4,moving_average_geometry,validation,second_order_response,51,0.010403776207471354,0.012959071192693485,1.0486075511370188
seed-104729__h-1__c-32__moving_average_geometry,104729,1,32,,causal_control,strict_online,4,moving_average_geometry,validation,regime_change,51,0.0263749532209101,0.032964989663436174,0.9654194937381041
seed-104729__h-1__c-32__moving_average_geometry,104729,1,32,,causal_control,strict_online,4,moving_average_geometry,test,sine,51,0.012838710605132357,0.01653944188691539,0.9593692451603203
seed-104729__h-1__c-32__moving_average_geometry,104729,1,32,,causal_control,strict_online,4,moving_average_geometry,test,chirp,51,0.02090603776286264,0.02701510369203492,0.8593811767066319
seed-104729__h-1__c-32__moving_average_geometry,104729,1,32,,causal_control,strict_online,4,moving_average_geometry,test,ramp,51,0.010009154000745483,0.01317245777874254,1.022315981192823
seed-104729__h-1__c-32__moving_average_geometry,104729,1,32,,causal_control,strict_online,4,moving_average_geometry,test,piecewise_linear,51,0.01254734269594669,0.015562691539710478,1.0349567108984328
seed-104729__h-1__c-32__moving_average_geometry,104729,1,32,,causal_control,strict_online,4,moving_average_geometry,test,first_order_response,51,0.008926541163586803,0.01115819915297828,1.0374530225410528
seed-104729__h-1__c-32__moving_average_geometry,104729,1,32,,causal_control,strict_online,4,moving_average_geometry,test,second_order_response,51,0.012091293131071596,0.016307397241914986,1.0342100556686822
seed-104729__h-1__c-32__moving_average_geometry,104729,1,32,,causal_control,strict_online,4,moving_average_geometry,test,regime_change,51,0.030319503177998076,0.037825597085232546,0.8803142436687463
seed-104729__h-1__c-32__ewma_geometry,104729,1,32,,causal_control,strict_online,0.8,ewma_geometry,validation,sine,51,0.010988515738906432,0.013693832083078353,1.1134890444127958
seed-104729__h-1__c-32__ewma_geometry,104729,1,32,,causal_control,strict_online,0.8,ewma_geometry,validation,chirp,51,0.02014091015816975,0.024264825232684428,0.8780194361560575
seed-104729__h-1__c-32__ewma_geometry,104729,1,32,,causal_control,strict_online,0.8,ewma_geometry,validation,ramp,51,0.009912156345185469,0.012155677843571445,1.1745051756812044
seed-104729__h-1__c-32__ewma_geometry,104729,1,32,,causal_control,strict_online,0.8,ewma_geometry,validation,piecewise_linear,51,0.010717786858145558,0.013724161856909653,1.1106667998638882
seed-104729__h-1__c-32__ewma_geometry,104729,1,32,,causal_control,strict_online,0.8,ewma_geometry,validation,first_order_response,51,0.008448198402671272,0.010813910390842226,1.2138667721567897
seed-104729__h-1__c-32__ewma_geometry,104729,1,32,,causal_control,strict_online,0.8,ewma_geometry,validation,second_order_response,51,0.009251060140555536,0.011342757997388148,1.1980313704576682
seed-104729__h-1__c-32__ewma_geometry,104729,1,32,,causal_control,strict_online,0.8,ewma_geometry,validation,regime_change,51,0.030636775103806347,0.03580040953523966,0.8889575299586957
seed-104729__h-1__c-32__ewma_geometry,104729,1,32,,causal_control,strict_online,0.8,ewma_geometry,test,sine,51,0.011824667196539771,0.015002145077585799,1.057677538536139
seed-104729__h-1__c-32__ewma_geometry,104729,1,32,,causal_control,strict_online,0.8,ewma_geometry,test,chirp,51,0.025738552271867665,0.030277145143642277,0.7667919643536042
seed-104729__h-1__c-32__ewma_geometry,104729,1,32,,causal_control,strict_online,0.8,ewma_geometry,test,ramp,51,0.00854243575234956,0.011669990255499937,1.1539353336177502
seed-104729__h-1__c-32__ewma_geometry,104729,1,32,,causal_control,strict_online,0.8,ewma_geometry,test,piecewise_linear,51,0.010672761122979928,0.013102416589589001,1.2292932329341286
seed-104729__h-1__c-32__ewma_geometry,104729,1,32,,causal_control,strict_online,0.8,ewma_geometry,test,first_order_response,51,0.008817330813424335,0.010819273902374402,1.069952340778787
seed-104729__h-1__c-32__ewma_geometry,104729,1,32,,causal_control,strict_online,0.8,ewma_geometry,test,second_order_response,51,0.01082669498006879,0.01477225100218897,1.1416861388879118
seed-104729__h-1__c-32__ewma_geometry,104729,1,32,,causal_control,strict_online,0.8,ewma_geometry,test,regime_change,51,0.03327132233317803,0.03854229553135516,0.8639446984239976
seed-104729__h-1__c-32__fixed_geometry,104729,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,sine,51,0.011914222626171159,0.015143149285079812,1.0069194797914083
seed-104729__h-1__c-32__fixed_geometry,104729,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,chirp,51,0.015607879348988185,0.019412114149735992,1.0975099365731171
seed-104729__h-1__c-32__fixed_geometry,104729,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,ramp,51,0.012152959584984094,0.01425630229814206,1.0014452725969922
seed-104729__h-1__c-32__fixed_geometry,104729,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,piecewise_linear,51,0.012744919131470637,0.015222899878076812,1.0013184775904607
seed-104729__h-1__c-32__fixed_geometry,104729,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,first_order_response,51,0.01027870937522966,0.013125841477622921,1.0000613311461115
seed-104729__h-1__c-32__fixed_geometry,104729,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,second_order_response,51,0.010804928874626996,0.013577197681405785,1.0008677951998113
seed-104729__h-1__c-32__fixed_geometry,104729,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,validation,regime_change,51,0.0183866052754115,0.022641023191442247,1.4056362807837004
seed-104729__h-1__c-32__fixed_geometry,104729,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,sine,51,0.012423090765088553,0.016053512406400627,0.9884087342840042
seed-104729__h-1__c-32__fixed_geometry,104729,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,chirp,51,0.019273696198509545,0.023798078323951612,0.9755523653498777
seed-104729__h-1__c-32__fixed_geometry,104729,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,ramp,51,0.010393039080862249,0.01344857007934435,1.0013268339568138
seed-104729__h-1__c-32__fixed_geometry,104729,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,piecewise_linear,51,0.013081513740664854,0.016125017440670863,0.9988647831189894
seed-104729__h-1__c-32__fixed_geometry,104729,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,first_order_response,51,0.009281235944250907,0.01157340654864335,1.0002333702456254
seed-104729__h-1__c-32__fixed_geometry,104729,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,second_order_response,51,0.012508941779719172,0.016872226318741246,0.9995879554222602
seed-104729__h-1__c-32__fixed_geometry,104729,1,32,,causal_control,forecast_causal_fixed_boundaries,32,fixed_geometry,test,regime_change,51,0.023334555099940008,0.027498963310572236,1.2108969895822703
seed-104729__h-1__c-32__abba_geometry,104729,1,32,,external_control,window_offline,0.1,abba_geometry,validation,sine,51,0.011914222626171159,0.015143149285079812,1.0069194797914083
seed-104729__h-1__c-32__abba_geometry,104729,1,32,,external_control,window_offline,0.1,abba_geometry,validation,chirp,51,0.015607879348988185,0.019412114149735992,1.0975099365731171
seed-104729__h-1__c-32__abba_geometry,104729,1,32,,external_control,window_offline,0.1,abba_geometry,validation,ramp,51,0.012152959584984094,0.01425630229814206,1.0014452725969922
seed-104729__h-1__c-32__abba_geometry,104729,1,32,,external_control,window_offline,0.1,abba_geometry,validation,piecewise_linear,51,0.012744919131470637,0.015222899878076812,1.0013184775904607
seed-104729__h-1__c-32__abba_geometry,104729,1,32,,external_control,window_offline,0.1,abba_geometry,validation,first_order_response,51,0.01027870937522966,0.013125841477622921,1.0000613311461115
seed-104729__h-1__c-32__abba_geometry,104729,1,32,,external_control,window_offline,0.1,abba_geometry,validation,second_order_response,51,0.010804928874626996,0.013577197681405785,1.0008677951998113
seed-104729__h-1__c-32__abba_geometry,104729,1,32,,external_control,window_offline,0.1,abba_geometry,validation,regime_change,51,0.0183866052754115,0.022641023191442247,1.4056362807837004
seed-104729__h-1__c-32__abba_geometry,104729,1,32,,external_control,window_offline,0.1,abba_geometry,test,sine,51,0.012423090765088553,0.016053512406400627,0.9884087342840042
seed-104729__h-1__c-32__abba_geometry,104729,1,32,,external_control,window_offline,0.1,abba_geometry,test,chirp,51,0.019273696198509545,0.023798078323951612,0.9755523653498777
seed-104729__h-1__c-32__abba_geometry,104729,1,32,,external_control,window_offline,0.1,abba_geometry,test,ramp,51,0.010393039080862249,0.01344857007934435,1.0013268339568138
seed-104729__h-1__c-32__abba_geometry,104729,1,32,,external_control,window_offline,0.1,abba_geometry,test,piecewise_linear,51,0.013081513740664854,0.016125017440670863,0.9988647831189894
seed-104729__h-1__c-32__abba_geometry,104729,1,32,,external_control,window_offline,0.1,abba_geometry,test,first_order_response,51,0.009281235944250907,0.01157340654864335,1.0002333702456254
