representation,split,horizon,context_length,tolerance,signal,n_seeds,mae_mean,mae_median,rmse_mean,rmse_median,rmse_q1,rmse_q3,rmse_min,rmse_max
first_difference,test,4,64,,regime_change,5,0.14016066821219034,0.14016230435968213,0.15749803007764354,0.15784725837479588,0.15693542438471186,0.15810181065807602,0.1560457481507383,0.1585599088198956
first_difference,test,4,64,,second_order_response,5,0.015143016061769751,0.015572300797585493,0.018806935868993575,0.019324524509751927,0.018263800597375722,0.019531381487905196,0.017342442607819145,0.019572530142115893
first_difference,test,4,64,,sine,5,0.028625192181595604,0.02851661817577432,0.034518439495470385,0.03472571253706931,0.034572394195955404,0.034749500699791255,0.03307693103885334,0.035467659005682634
first_difference,test,4,128,,chirp,5,0.09752707637532186,0.0980137115600853,0.11155957535205521,0.11274806607965909,0.10894688437259333,0.11297956767366005,0.10708767181283005,0.11603568682153345
first_difference,test,4,128,,first_order_response,5,0.01934296878000294,0.018584208938332035,0.023982404673004963,0.022403062053193437,0.021722547813659586,0.02765779786513795,0.02005473254830028,0.028073883084733565
first_difference,test,4,128,,piecewise_linear,5,0.018666751199861532,0.018648687239882368,0.02333198425417413,0.022645738165949367,0.022465682565423892,0.023641863405950793,0.0217537241176666,0.02615291301588001
first_difference,test,4,128,,ramp,5,0.01783567672034297,0.01759580792666813,0.022275565217009748,0.02167192482989658,0.020966972042699417,0.024425098002589078,0.01845929546829762,0.025854535741566036
first_difference,test,4,128,,regime_change,5,0.10190061654121363,0.10198791772066224,0.11665686974888086,0.11716711722276078,0.11630317677585292,0.11717445952216801,0.11518756952736864,0.11745202569625392
first_difference,test,4,128,,second_order_response,5,0.019482701414400505,0.019929722802090065,0.024195005100006762,0.024410815913583128,0.023465320469972562,0.025216289966922278,0.022050238352850592,0.025832360796705246
first_difference,test,4,128,,sine,5,0.041097552127276726,0.04104839296293964,0.04935691997627866,0.04926866735838385,0.04826072355503982,0.050028810882036735,0.04803029963259615,0.05119609845333675
first_difference,test,16,32,,chirp,5,0.38379701466020943,0.38608714913025366,0.4303025198016587,0.43430895538717745,0.42392631728749297,0.4345532914201524,0.4211726269470865,0.437551407966384
first_difference,test,16,32,,first_order_response,5,0.024500375222987956,0.02462771466217028,0.03031930034304236,0.030690248681505508,0.028850776914488476,0.03079696125116268,0.02584363011311982,0.03541488475493531
first_difference,test,16,32,,piecewise_linear,5,0.023790222434172288,0.02318187248831287,0.029637913700221834,0.02826404741263663,0.027477270735575595,0.03105065036625235,0.02493482800423216,0.03646277198241243
first_difference,test,16,32,,ramp,5,0.022820718053007873,0.025052894663173533,0.028531910053969933,0.030285612847031726,0.025227674215371535,0.03257340520791716,0.021713594308183943,0.032859263691345314
first_difference,test,16,32,,regime_change,5,0.48123494842181647,0.48239461930127453,0.532509074135676,0.5334516871913583,0.531570351274743,0.5342964504042663,0.5242897436268492,0.5389371381811635
first_difference,test,16,32,,second_order_response,5,0.024337533921091503,0.024932542493631187,0.03103024883241957,0.031100431935233118,0.027332407995073603,0.032763627115330075,0.02674655127455272,0.037208225841908346
first_difference,test,16,32,,sine,5,0.08277989048990089,0.0828725500080001,0.09435175620424412,0.0937122332407432,0.09327240593331115,0.09498044022911582,0.09301911039456608,0.09677459122348436
first_difference,test,16,64,,chirp,5,0.46843968266060043,0.47355430881910543,0.5286612009171983,0.5343614484233641,0.516572353624388,0.5369218652820585,0.5162579089692592,0.5391924282869215
first_difference,test,16,64,,first_order_response,5,0.039255748700331744,0.04271171259187656,0.04769746317719787,0.05031761982789618,0.04356507692162247,0.05124259286206456,0.04117623391218873,0.05218579236221741
first_difference,test,16,64,,piecewise_linear,5,0.03677573515520859,0.035639772732064645,0.04640366548934407,0.04524662210310732,0.04329308873181901,0.04531899012433546,0.042694565671543935,0.055465060815914624
first_difference,test,16,64,,ramp,5,0.03538366994031802,0.03778927627271834,0.044204104154535,0.044449960802903796,0.040108092512639436,0.04971037742059993,0.035366878942466866,0.05138521109406496
first_difference,test,16,64,,regime_change,5,0.5517623129001278,0.5524811095791338,0.6202307182321918,0.6217335289619433,0.6158810365974798,0.6217651356084954,0.6152493983819124,0.6265244916111276
first_difference,test,16,64,,second_order_response,5,0.037447899833143866,0.03898304868472887,0.04801821523822535,0.0489419211815205,0.04619160658660069,0.04934681111397292,0.041509108650639115,0.05410162865839354
first_difference,test,16,64,,sine,5,0.12102312912442696,0.1214364105500551,0.13898738487541015,0.13880287536995015,0.13861231891241113,0.1405528337158956,0.13561487288294505,0.14135402349584877
first_difference,test,16,128,,chirp,5,0.3634349951665009,0.3682045598216984,0.41520441215184417,0.4133363953168053,0.4111877148211691,0.42318981672519573,0.39838004390881754,0.42992808998723286
first_difference,test,16,128,,first_order_response,5,0.05889343983953266,0.06180883764155573,0.0718252461394297,0.07305409024812602,0.0689838309234135,0.07558189643530304,0.06449088110069065,0.07701553198961526
first_difference,test,16,128,,piecewise_linear,5,0.05639917456212186,0.05424818737330084,0.07152898480993411,0.07047720684435455,0.06664258569285451,0.07200604015952455,0.06583787447602314,0.08268121687691378
first_difference,test,16,128,,ramp,5,0.05460294665794289,0.05730879660500781,0.06815446249199349,0.06728730596603627,0.06307579730690167,0.07552084823255267,0.05896008392668408,0.07592827702779269
first_difference,test,16,128,,regime_change,5,0.37310193035890943,0.36810725549581363,0.4331684034599815,0.43618907574507493,0.42585157245341854,0.4384278664480739,0.4233552178730829,0.44201828478025706
first_difference,test,16,128,,second_order_response,5,0.05603017848988402,0.05664552551405249,0.07090863899484388,0.07075633160586929,0.0699878839904328,0.07349178984481318,0.06079008889740315,0.07951710063570097
first_difference,test,16,128,,sine,5,0.15568058771079318,0.1582473884831409,0.1807918552801056,0.18185749283140062,0.18161368635231873,0.18292157386901325,0.17423827474685968,0.1833282486009358
first_difference,validation,1,32,,chirp,5,0.018617774403298926,0.018190866500068667,0.022218715027208603,0.02186252209301567,0.02150850905465085,0.022312483385382317,0.02132136965805953,0.02408869094493465
first_difference,validation,1,32,,first_order_response,5,0.009096551123986527,0.008713197585413428,0.011764830060455098,0.012011467735245715,0.010863506914751197,0.012289450295904334,0.01060018405809853,0.01305954129827571
first_difference,validation,1,32,,piecewise_linear,5,0.01129165869915949,0.011017121633344213,0.013992817374715926,0.013709151272109905,0.013579609031591573,0.015185005895836476,0.012223486009421105,0.01526683466462057
first_difference,validation,1,32,,ramp,5,0.010274274022112125,0.010332298429098347,0.01266851944501729,0.012573604448651231,0.012439366001460343,0.01317787309927032,0.011343214367219728,0.01380853930848483
first_difference,validation,1,32,,regime_change,5,0.031230858587089304,0.030610901277453733,0.035818372164284774,0.0361183000109624,0.03446243413325521,0.03727216624150627,0.03177461434073055,0.03946434609496943
first_difference,validation,1,32,,second_order_response,5,0.009948627176049276,0.010129742928298763,0.012429704128705973,0.012924790711836396,0.011561119231483737,0.012974619398215126,0.011532217151606163,0.01315577415038845
first_difference,validation,1,32,,sine,5,0.011037433940437142,0.01075947533310848,0.013780486229372082,0.013841835840030119,0.013516756944672073,0.014090144896707667,0.012857301291630931,0.014596392173819625
first_difference,validation,1,64,,chirp,5,0.028523505164955477,0.028976592090722425,0.03319922503009285,0.03341980532165347,0.03252058348376105,0.03369416440468699,0.03135309470530502,0.03500847723505772
first_difference,validation,1,64,,first_order_response,5,0.009704184124489113,0.009129475585031289,0.012351464885207289,0.01240872012333901,0.011442569522242775,0.013035283619951519,0.011307312984698642,0.013563438175804497
first_difference,validation,1,64,,piecewise_linear,5,0.011920785111053113,0.01157137292868416,0.014726461767660317,0.01454926611380742,0.014154578022473453,0.015590658478815128,0.01309637860870742,0.01624142761449817
first_difference,validation,1,64,,ramp,5,0.010507199257056801,0.010674597035135958,0.012957117906278268,0.012859745715335063,0.012497154275445996,0.013294355122042854,0.012063213387966535,0.014071121030600884
first_difference,validation,1,64,,regime_change,5,0.04491176313897063,0.04595975018216763,0.05167239861467852,0.052529191765172435,0.050419872240364996,0.05274617953401769,0.047554207592877026,0.055112541940960436
first_difference,validation,1,64,,second_order_response,5,0.010339609822153503,0.010418788126880523,0.012879092160232091,0.013161947953560425,0.012006909441832617,0.013471938507174848,0.011958382060876694,0.013796282837715876
first_difference,validation,1,64,,sine,5,0.012801804087079127,0.012394670304131345,0.015874627667892834,0.015674885457785677,0.015137475322367333,0.01694496142922557,0.0146393730856494,0.016976443044436188
first_difference,validation,1,128,,chirp,5,0.02966187484812165,0.03037251944496916,0.03408185423607188,0.03488877835064035,0.03488046360775958,0.035196661405654805,0.029679021523817364,0.03576434629248729
first_difference,validation,1,128,,first_order_response,5,0.01073459229215133,0.010186448855031059,0.013566684735985204,0.013669969487016738,0.012653091022594534,0.014190294158956982,0.012282460038984184,0.015037608972373587
first_difference,validation,1,128,,piecewise_linear,5,0.012905476978273355,0.012349367359012264,0.01585562798149694,0.015251940091804944,0.014997378298751805,0.016664117634072054,0.014237941207442088,0.01812676267541381
first_difference,validation,1,128,,ramp,5,0.011516514200863637,0.011767315701172808,0.013955398169997269,0.013822183549483674,0.013571823458125241,0.01417901540657705,0.013495861113420804,0.014708107322379578
first_difference,validation,1,128,,regime_change,5,0.03706557365668865,0.03791917273260146,0.042708782668886044,0.04365675805835155,0.040637097762544774,0.045415777743517384,0.03830252494199834,0.045531754838018204
first_difference,validation,1,128,,second_order_response,5,0.011233945704027155,0.011153808018728607,0.014072817053172901,0.014081814742034135,0.01360404304795558,0.014753039952525799,0.013091081062055433,0.01483410646129356
first_difference,validation,1,128,,sine,5,0.015182434337690915,0.015331532367523413,0.01891934951799525,0.01881653032810734,0.017820322404668652,0.019627213149718593,0.016756924535663572,0.021575757171818075
first_difference,validation,4,32,,chirp,5,0.0581722491972829,0.05804776729093627,0.06550771277106872,0.06504204960035896,0.06490890582413666,0.06605086605709395,0.06488644089610046,0.06665030147765354
first_difference,validation,4,32,,first_order_response,5,0.013051957748194306,0.01299535107154548,0.016024211398326195,0.01555121809147639,0.014674671101210804,0.01701630482655396,0.014223453147174759,0.018655409825215057
first_difference,validation,4,32,,piecewise_linear,5,0.012563215076524812,0.012100462443185953,0.015567208560690864,0.01544207867825742,0.014298452450390905,0.016155094523340723,0.013066182625447953,0.018874234526017327
first_difference,validation,4,32,,ramp,5,0.011958360149553444,0.012297577481431135,0.01461295274457013,0.015051458134476156,0.01486932462556143,0.015432379300979815,0.011469759575047821,0.01624184208678543
first_difference,validation,4,32,,regime_change,5,0.10339167931238144,0.10320496673454944,0.11480020679890761,0.11499226254569082,0.11477075913389898,0.11594168412683652,0.11188789597986175,0.11640843220825006
first_difference,validation,4,32,,second_order_response,5,0.011873770053591321,0.012203024020581153,0.014595828899308827,0.015067701430777423,0.013249963816934402,0.0161077153442073,0.012119037752745166,0.01643472615187985
first_difference,validation,4,32,,sine,5,0.01988739758217719,0.01990336928026324,0.024502204628400456,0.02496294776617138,0.024503765932413032,0.025008709601034965,0.022997940215619694,0.025037659626763208
first_difference,validation,4,64,,chirp,5,0.08907611183260151,0.08940441918193269,0.10059733757457782,0.10100033802268427,0.09992075347499633,0.10133054173281991,0.0987786609112518,0.10195639373113677
first_difference,validation,4,64,,first_order_response,5,0.015895901566907903,0.01601979644721687,0.0194819832017289,0.018975087300193868,0.018477259690757506,0.020719523497274198,0.016962686963120102,0.02227535855729883
first_difference,validation,4,64,,piecewise_linear,5,0.01562940796813245,0.015500742572158856,0.019130973203700708,0.018903284499943735,0.017708178589379057,0.019428442983416363,0.01586199119453231,0.02375296875123207
first_difference,validation,4,64,,ramp,5,0.014144875217286704,0.014633124088854376,0.017448111931277342,0.018201357089044648,0.018152970988210587,0.018345568060300563,0.013272660285446854,0.01926800323338405
first_difference,validation,4,64,,regime_change,5,0.14399521608576446,0.1450627649437251,0.16109925958145477,0.16113989857671446,0.16095130748907246,0.16365679629718502,0.1560226274958522,0.16372566804844965
first_difference,validation,4,64,,second_order_response,5,0.01471671564347879,0.014183567211081,0.018067474019680684,0.017951081648025852,0.016006025055621757,0.02018472348164982,0.01543335502981779,0.020762184883288206
first_difference,validation,4,64,,sine,5,0.030521705249796,0.030709674321218572,0.03622059995296352,0.03675075783283232,0.035934011361373315,0.03703788738837325,0.034278784192227824,0.037101558990010886
first_difference,validation,4,128,,chirp,5,0.0886690849444427,0.08918103437895405,0.09926634598229904,0.09989454036493428,0.09884308950614132,0.09995233245009215,0.09687916904363779,0.10076259854668967
first_difference,validation,4,128,,first_order_response,5,0.02053849517589282,0.02017941862298591,0.02537832118771568,0.02543308858119987,0.02480224352728418,0.026119517740683405,0.022531501897336288,0.02800525419207467
first_difference,validation,4,128,,piecewise_linear,5,0.019875458146792147,0.01894724094393056,0.024655061638336473,0.02372578980089195,0.022914526682488057,0.024842864145006197,0.02065484116417884,0.031137286399117323
first_difference,validation,4,128,,ramp,5,0.01807606491287362,0.018652011555986437,0.022720353816942814,0.02332728848388404,0.023177586013439163,0.023913849606715845,0.01753180033947167,0.02565124464120336
first_difference,validation,4,128,,regime_change,5,0.11274650533331124,0.11326444318075272,0.12939148266623207,0.13022702716204776,0.12498795612152487,0.13228207428616595,0.12489884006098792,0.13456151570043376
first_difference,validation,4,128,,second_order_response,5,0.01930125771843002,0.018345863087936252,0.024037107176959917,0.02284649467028584,0.022266834038991577,0.026022104214156336,0.021640500557981834,0.027409602403384012
first_difference,validation,4,128,,sine,5,0.041465621343028294,0.040817840521951275,0.049164623105039315,0.04997324981247516,0.04845806584909535,0.050350060046472946,0.046396777654468646,0.050644962162684486
first_difference,validation,16,32,,chirp,5,0.2784918638784257,0.2782007708992724,0.31148251443796837,0.3106482285440044,0.3098932117592562,0.3141442067099154,0.30813007975574824,0.31459684542091776
first_difference,validation,16,32,,first_order_response,5,0.026187340593417884,0.024894158969475742,0.033125643028758645,0.03150925138524204,0.03008007004216993,0.037754082947041405,0.027554383800465976,0.038730426968873875
first_difference,validation,16,32,,piecewise_linear,5,0.03399212879610461,0.03287917709884854,0.04364780018089882,0.04435518742729513,0.03947134620437929,0.0467698252748479,0.039015029257366024,0.04862761274060574
first_difference,validation,16,32,,ramp,5,0.023407557738230216,0.02296932981614692,0.02929099465009057,0.02999864209609696,0.026375052438255,0.031246170393473275,0.0249566869594158,0.03387842136321181
first_difference,validation,16,32,,regime_change,5,0.4785494501485864,0.4789148430166712,0.5293983581347622,0.5308135132627395,0.5249344569247915,0.5331429433188708,0.522415924628186,0.5356849525392233
first_difference,validation,16,32,,second_order_response,5,0.026000533658867852,0.024953021475236717,0.03247017841094226,0.03255146470159829,0.02965090061031347,0.03386961361530874,0.028834575004165718,0.0374443381233251
first_difference,validation,16,32,,sine,5,0.08577675840450073,0.08514467610672238,0.09698271404858741,0.09672489706334583,0.09645803302125097,0.09946886730843356,0.09174392461279486,0.10051784823711189
first_difference,validation,16,64,,chirp,5,0.3668467607488129,0.36529611421132974,0.41203210213075864,0.41051204638701766,0.4098886308170409,0.4126999596734067,0.40558304325558375,0.4214768305207446
first_difference,validation,16,64,,first_order_response,5,0.04019619084194388,0.03904547613228553,0.04978993476699515,0.04750306767218666,0.04426763999261566,0.05676235842061328,0.042511112025244144,0.05790549572431601
first_difference,validation,16,64,,piecewise_linear,5,0.04657923049797121,0.04536106681074765,0.05815628450368594,0.056312622350959615,0.05384377205919064,0.061149928963018456,0.04954129483040363,0.06993380431485738
first_difference,validation,16,64,,ramp,5,0.03370649688078533,0.0346347963287455,0.04349734611485256,0.045584592661926354,0.04241626858797157,0.045949691660651056,0.034327676321623174,0.04920850134209065
first_difference,validation,16,64,,regime_change,5,0.5760828685255565,0.5769610522738365,0.6450198987939674,0.6474352892126128,0.6385152670342534,0.6504101760622286,0.6299152689679908,0.6588234926927509
first_difference,validation,16,64,,second_order_response,5,0.03897620174378503,0.03847326284060334,0.04942913858594719,0.049263053473194596,0.04704472642521677,0.051970094777177504,0.04361323636178907,0.05525458189235802
first_difference,validation,16,64,,sine,5,0.12564235736531945,0.12499274871569371,0.14065138118482876,0.14011985993281745,0.13842826923713483,0.1425072562822676,0.13477497198612648,0.1474265484857975
first_difference,validation,16,128,,chirp,5,0.3238160186209308,0.3277655965609753,0.3606757120507153,0.36479574358206096,0.35034585159276194,0.3657708424876682,0.3502730304269445,0.37219309216414087
first_difference,validation,16,128,,first_order_response,5,0.05890346774613896,0.059143320648430545,0.07465945525520287,0.07289358437018514,0.07060758216945726,0.07907232864942676,0.06936857604125259,0.0813552050456926
first_difference,validation,16,128,,piecewise_linear,5,0.06411146872569853,0.0603394055999083,0.08031332373137338,0.07609686872807113,0.07449495556731707,0.08465639644890346,0.06544386325363528,0.10087453465893993
first_difference,validation,16,128,,ramp,5,0.05221975934591536,0.05428506638026409,0.06664730005763739,0.06841086631217153,0.06735219813077471,0.07077486036067501,0.05504871747191992,0.0716498580126458
first_difference,validation,16,128,,regime_change,5,0.4426399495463336,0.43844573478498466,0.514598218016028,0.5143242771760298,0.4975988277649269,0.5330963296242978,0.49286440305975754,0.5351072524551282
first_difference,validation,16,128,,second_order_response,5,0.05990620199076575,0.06030094391309824,0.07494361441678292,0.07361709889304914,0.07274021202333537,0.07721766185511277,0.0722575837591551,0.07888551555326226
first_difference,validation,16,128,,sine,5,0.15226964861084952,0.14978734245602648,0.17702271640494877,0.17731665321124426,0.17247701225990444,0.1785235534477566,0.1697948167114443,0.18700154639439429
raw,test,1,32,,chirp,5,0.015593631473678187,0.015372567251384634,0.019286427031947006,0.018560667561997306,0.01787128955674303,0.02090350607449752,0.017586902391154624,0.021509769575342553
raw,test,1,32,,first_order_response,5,0.011558095458882017,0.010674003815085566,0.014074534864858448,0.01400246397349945,0.012311289642599673,0.015783962683508623,0.011743215793333584,0.016531742231350913
raw,test,1,32,,piecewise_linear,5,0.011244880467152782,0.011319155969314841,0.013669095224789526,0.013946992744983039,0.012341905440432201,0.01473337026727333,0.011112463323522188,0.016210744347736877
raw,test,1,32,,ramp,5,0.011309621825321251,0.011419890933684047,0.013960273275051897,0.014199111170360828,0.013671516676082062,0.014235156785607713,0.012096284135612381,0.015599297607596492
raw,test,1,32,,regime_change,5,0.01761424854818547,0.0173467834512846,0.021552652778438867,0.021137345562888626,0.021109720899796805,0.022149401100877198,0.020163091735342867,0.02320370459328885
raw,test,1,32,,second_order_response,5,0.011295200975879719,0.010981421544614524,0.014249831045499633,0.013796523690549775,0.013194999213831183,0.01442101357980676,0.012810599778696261,0.01702601896461418
raw,test,1,32,,sine,5,0.011651835200463624,0.011632673145635658,0.01437059487797943,0.014453700663229372,0.01420485412496245,0.014566909860684948,0.013737859741376226,0.014889649999644152
raw,test,1,64,,chirp,5,0.022451426127924508,0.02317149074000194,0.02696674505250638,0.02748246413214364,0.02497271927985027,0.027794705774332816,0.024773472161836767,0.029810363914368396
raw,test,1,64,,first_order_response,5,0.011419448268797257,0.010493798297677439,0.013955593961166432,0.013806748191085358,0.012040765120832173,0.01585537333926814,0.011727179718415559,0.016347903436230927
raw,test,1,64,,piecewise_linear,5,0.011082352156718584,0.01125476713897732,0.013474754169348685,0.013864256189426194,0.012245442503862433,0.01443873858970051,0.011016021616815318,0.01580931194693897
raw,test,1,64,,ramp,5,0.011264519269104108,0.01126896209845602,0.013906535215193843,0.01402255234725978,0.013626324677494361,0.014175363684546131,0.012139205389215221,0.015569229977453733
raw,test,1,64,,regime_change,5,0.02828825746065211,0.02849376414452915,0.03287786962125614,0.03295147158355422,0.03226880332475091,0.0336875907483785,0.030507737393646976,0.0349737450559501
raw,test,1,64,,second_order_response,5,0.011220253261208712,0.0109738270704776,0.014169311768018977,0.013910174277094433,0.012949922081118646,0.014245501707233297,0.012845101963449311,0.0168958588111992
raw,test,1,64,,sine,5,0.011491652043015086,0.011316792127296487,0.014185296777844003,0.014275753271315137,0.014203609742573549,0.014294061399136321,0.013541742969996792,0.014611316506198213
raw,test,1,128,,chirp,5,0.030153388114424834,0.029673764344189696,0.034693427969705655,0.03381804033279223,0.033338868191852174,0.036386488965240285,0.03235565060565058,0.037568091752993
raw,test,1,128,,first_order_response,5,0.011370774091244191,0.01047269247920704,0.013959587972179718,0.013790178831495305,0.01189415586075558,0.016041234935763385,0.011785748726738716,0.016286621506145606
raw,test,1,128,,piecewise_linear,5,0.011002599729909697,0.011308596239588489,0.013392740556368557,0.013961671479852427,0.012308560618737486,0.014210197414693542,0.010906229633616184,0.015577043634943154
raw,test,1,128,,ramp,5,0.011282758401796444,0.011188983081046955,0.013933838283550496,0.01394599720971937,0.013588543546751028,0.014173288295440093,0.012346386749885826,0.015614975615956156
raw,test,1,128,,regime_change,5,0.03506243521796364,0.03596419111839051,0.039776214864216106,0.040446038029686306,0.04039769669426038,0.040661265318256194,0.03569356533312993,0.041682508945747716
raw,test,1,128,,second_order_response,5,0.011326368134926294,0.011194489239400592,0.014294779560233773,0.014208401200953668,0.013138263217046982,0.014274418344015705,0.012880692804024693,0.016972122235127816
raw,test,1,128,,sine,5,0.011939679596545665,0.011704002299744637,0.015069466068255872,0.014961580591766378,0.014815481082486221,0.01537907810557875,0.014526278403949641,0.01566491215749837
raw,test,4,32,,chirp,5,0.053413674406788444,0.053420439600155224,0.06079925702244152,0.06079751734800996,0.060770644367838605,0.060844283695465386,0.060625113908078364,0.0609587257928153
raw,test,4,32,,first_order_response,5,0.014383164728760245,0.01414323104375482,0.01795509777059642,0.017415186673842193,0.016965925375011355,0.01997824994255868,0.014613724957466658,0.02080240190410321
raw,test,4,32,,piecewise_linear,5,0.012987315331880628,0.012892735193121528,0.016287917232006795,0.015569873481231013,0.015554730426021348,0.017509414158554636,0.015283189347396666,0.017522378746830308
raw,test,4,32,,ramp,5,0.012556788218941638,0.013074008198519348,0.015595198379002756,0.0164134708067434,0.014147146351839232,0.016832651972838807,0.01286310837579478,0.01771961438779756
