condition_id,seed,horizon,context_length,tolerance,representation,split,status,error_type,error_message,n_examples,n_representation_features,n_pooled_features,n_model_parameters,mean_input_steps,mean_input_scalar_elements,mean_input_bytes,step_reduction_factor_vs_raw,scalar_reduction_factor_vs_raw,mae,rmse,rmse_ratio_vs_raw,predictive_parity_vs_raw,structural_reduction_success,payload_reduction_success,joint_success,representation_runtime_s,train_runtime_median_s,train_runtime_q1_s,train_runtime_q3_s,inference_runtime_median_s,inference_runtime_q1_s,inference_runtime_q3_s,train_design_bytes,model_state_bytes
seed-8675309__h-16__c-32__tol-0p01__vectorchain,8675309,16,32,0.01,vectorchain,test,ok,,,364,5,15,16,16.857142857142858,84.28571428571429,674.2857142857143,1.8983050847457628,0.3796610169491525,0.1315590370513674,0.23150314980799944,1.131531079943849,False,False,False,False,2.1091924,0.0004378,0.0004378,0.0004378,3.79e-05,3.79e-05,3.79e-05,119280,368
seed-8675309__h-16__c-32__tol-0p03__vectorchain,8675309,16,32,0.03,vectorchain,validation,ok,,,357,5,15,16,3.5714285714285716,17.857142857142858,142.85714285714286,8.959999999999999,1.792,0.1244066981551316,0.2163157353389594,1.209277737941791,False,True,True,False,0.9377438,0.0004264,0.0004264,0.0004264,3.74e-05,3.74e-05,3.74e-05,119280,368
seed-8675309__h-16__c-32__tol-0p03__vectorchain,8675309,16,32,0.03,vectorchain,test,ok,,,364,5,15,16,3.568681318681319,17.843406593406595,142.74725274725276,8.966897613548884,1.7933795227097766,0.12251959509532874,0.21265563675932372,1.0394090210780784,True,True,True,True,0.9377438,0.0004264,0.0004264,0.0004264,7.17e-05,7.17e-05,7.17e-05,119280,368
seed-8675309__h-16__c-32__tol-0p1__vectorchain,8675309,16,32,0.1,vectorchain,validation,ok,,,357,5,15,16,1.2128851540616246,6.064425770308123,48.515406162464984,26.38337182448037,5.276674364896074,0.08846565638849002,0.16142769722320743,0.9024351383099513,True,True,True,True,0.7526884,0.00047,0.00047,0.00047,3.78e-05,3.78e-05,3.78e-05,119280,368
seed-8675309__h-16__c-32__tol-0p1__vectorchain,8675309,16,32,0.1,vectorchain,test,ok,,,364,5,15,16,1.228021978021978,6.1401098901098905,49.120879120879124,26.058165548098433,5.211633109619687,0.08197249886779198,0.15546035486646384,0.759852396722878,True,True,True,True,0.7526884,0.00047,0.00047,0.00047,3.96e-05,3.96e-05,3.96e-05,119280,368
seed-8675309__h-1__c-64__tol-na__raw,8675309,1,64,,raw,validation,ok,,,357,1,3,4,64.0,64.0,512.0,1.0,1.0,0.015017741359511803,0.019436235588762535,1.0,,,,,0.0582846,0.000244,0.000244,0.000244,3.64e-05,3.64e-05,3.64e-05,23184,80
seed-8675309__h-1__c-64__tol-na__raw,8675309,1,64,,raw,test,ok,,,357,1,3,4,64.0,64.0,512.0,1.0,1.0,0.01634866081532492,0.02124681592187863,1.0,,,,,0.0582846,0.000244,0.000244,0.000244,4.25e-05,4.25e-05,4.25e-05,23184,80
seed-8675309__h-1__c-64__tol-na__first_difference,8675309,1,64,,first_difference,validation,ok,,,357,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.018687032788719547,0.026343107103082537,1.3553605574895045,,,,,0.0681545,0.0002271,0.0002271,0.0002271,3.37e-05,3.37e-05,3.37e-05,23184,80
seed-8675309__h-1__c-64__tol-na__first_difference,8675309,1,64,,first_difference,test,ok,,,357,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.019931689006945846,0.028210169399834364,1.327736330166315,,,,,0.0681545,0.0002271,0.0002271,0.0002271,4.91e-05,4.91e-05,4.91e-05,23184,80
seed-8675309__h-1__c-64__tol-0p01__vectorchain,8675309,1,64,0.01,vectorchain,validation,ok,,,357,5,15,16,33.97478991596638,169.87394957983193,1358.9915966386554,1.883749690823646,0.3767499381647292,0.017345842357991158,0.025529416286081696,1.3134959272073272,False,False,False,False,4.2133126,0.0004328,0.0004328,0.0004328,4.45e-05,4.45e-05,4.45e-05,115920,368
seed-8675309__h-1__c-64__tol-0p01__vectorchain,8675309,1,64,0.01,vectorchain,test,ok,,,357,5,15,16,33.929971988795515,169.6498599439776,1357.1988795518207,1.8862379261949973,0.3772475852389994,0.017766598060114484,0.025595461175907566,1.2046727975626208,False,False,False,False,4.2133126,0.0004328,0.0004328,0.0004328,3.83e-05,3.83e-05,3.83e-05,115920,368
seed-8675309__h-1__c-64__tol-0p03__vectorchain,8675309,1,64,0.03,vectorchain,validation,ok,,,357,5,15,16,6.675070028011205,33.37535014005602,267.00280112044817,9.587914393621485,1.9175828787242972,0.01647653913857361,0.02321700663292176,1.1945217749030144,False,True,True,False,1.7361249,0.0004368,0.0004368,0.0004368,4.7e-05,4.7e-05,4.7e-05,115920,368
seed-8675309__h-1__c-64__tol-0p03__vectorchain,8675309,1,64,0.03,vectorchain,test,ok,,,357,5,15,16,6.57422969187675,32.871148459383754,262.96918767507003,9.734980826587133,1.9469961653174264,0.018000393640327007,0.0247568153883821,1.165201199060095,False,True,True,False,1.7361249,0.0004368,0.0004368,0.0004368,5.18e-05,5.18e-05,5.18e-05,115920,368
seed-8675309__h-1__c-64__tol-0p1__vectorchain,8675309,1,64,0.1,vectorchain,validation,ok,,,357,5,15,16,1.680672268907563,8.403361344537815,67.22689075630252,38.08,7.616,0.013845226308286135,0.017638840623408487,0.9075235038623812,True,True,True,True,1.460494,0.0004215,0.0004215,0.0004215,3.67e-05,3.67e-05,3.67e-05,115920,368
seed-8675309__h-1__c-64__tol-0p1__vectorchain,8675309,1,64,0.1,vectorchain,test,ok,,,357,5,15,16,1.69187675070028,8.4593837535014,67.6750700280112,37.82781456953642,7.565562913907285,0.013792606047725248,0.017516470380740036,0.8244280199511062,True,True,True,True,1.460494,0.0004215,0.0004215,0.0004215,3.74e-05,3.74e-05,3.74e-05,115920,368
seed-8675309__h-4__c-64__tol-na__raw,8675309,4,64,,raw,validation,ok,,,357,1,3,4,64.0,64.0,512.0,1.0,1.0,0.0350515648704368,0.056305300124103966,1.0,,,,,0.0590936,0.0002909,0.0002909,0.0002909,3.71e-05,3.71e-05,3.71e-05,23016,80
seed-8675309__h-4__c-64__tol-na__raw,8675309,4,64,,raw,test,ok,,,364,1,3,4,64.0,64.0,512.0,1.0,1.0,0.03939123012392417,0.06320878020887422,1.0,,,,,0.0590936,0.0002909,0.0002909,0.0002909,3.01e-05,3.01e-05,3.01e-05,23016,80
seed-8675309__h-4__c-64__tol-na__first_difference,8675309,4,64,,first_difference,validation,ok,,,357,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.04611913647138726,0.07271193283847736,1.2913870040335655,,,,,0.0676648,0.0002838,0.0002838,0.0002838,3.1e-05,3.1e-05,3.1e-05,23016,80
seed-8675309__h-4__c-64__tol-na__first_difference,8675309,4,64,,first_difference,test,ok,,,364,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.048654341913468346,0.0781986886494649,1.2371491490748017,,,,,0.0676648,0.0002838,0.0002838,0.0002838,3.21e-05,3.21e-05,3.21e-05,23016,80
seed-8675309__h-4__c-64__tol-0p01__vectorchain,8675309,4,64,0.01,vectorchain,validation,ok,,,357,5,15,16,33.9327731092437,169.6638655462185,1357.310924369748,1.8860822189202575,0.3772164437840515,0.03715250955540361,0.05929651644724323,1.0531249512309897,True,False,False,False,4.1691549,0.0004278,0.0004278,0.0004278,3.79e-05,3.79e-05,3.79e-05,115080,368
seed-8675309__h-4__c-64__tol-0p01__vectorchain,8675309,4,64,0.01,vectorchain,test,ok,,,364,5,15,16,33.9010989010989,169.5054945054945,1356.043956043956,1.887844408427877,0.37756888168557534,0.038738435555551246,0.06082858879121933,0.9623439748435342,True,False,False,False,4.1691549,0.0004278,0.0004278,0.0004278,4.39e-05,4.39e-05,4.39e-05,115080,368
seed-8675309__h-4__c-64__tol-0p03__vectorchain,8675309,4,64,0.03,vectorchain,validation,ok,,,357,5,15,16,6.686274509803922,33.431372549019606,267.45098039215685,9.571847507331379,1.9143695014662758,0.03297268658614941,0.049626970613846556,0.8813907483747084,True,True,True,True,1.7719352,0.0004342,0.0004342,0.0004342,4.38e-05,4.38e-05,4.38e-05,115080,368
seed-8675309__h-4__c-64__tol-0p03__vectorchain,8675309,4,64,0.03,vectorchain,test,ok,,,364,5,15,16,6.552197802197802,32.760989010989015,262.0879120879121,9.767714884696018,1.9535429769392032,0.03454600107380882,0.052961209263235866,0.8378774133629043,True,True,True,True,1.7719352,0.0004342,0.0004342,0.0004342,3.88e-05,3.88e-05,3.88e-05,115080,368
seed-8675309__h-4__c-64__tol-0p1__vectorchain,8675309,4,64,0.1,vectorchain,validation,ok,,,357,5,15,16,1.6778711484593838,8.38935574229692,67.11484593837535,38.143572621035055,7.628714524207012,0.0189112094691327,0.026149342197243453,0.4644206165246791,True,True,True,True,1.4281833,0.0004142,0.0004142,0.0004142,6.99e-05,6.99e-05,6.99e-05,115080,368
seed-8675309__h-4__c-64__tol-0p1__vectorchain,8675309,4,64,0.1,vectorchain,test,ok,,,364,5,15,16,1.6923076923076923,8.461538461538462,67.6923076923077,37.81818181818182,7.5636363636363635,0.019905789849569394,0.02837950122375335,0.4489803652273138,True,True,True,True,1.4281833,0.0004142,0.0004142,0.0004142,3.75e-05,3.75e-05,3.75e-05,115080,368
seed-8675309__h-16__c-64__tol-na__raw,8675309,16,64,,raw,validation,ok,,,357,1,3,4,64.0,64.0,512.0,1.0,1.0,0.14046318098222332,0.26079423013071884,1.0,,,,,0.0692412,0.0002538,0.0002538,0.0002538,2.9e-05,2.9e-05,2.9e-05,22512,80
seed-8675309__h-16__c-64__tol-na__raw,8675309,16,64,,raw,test,ok,,,364,1,3,4,64.0,64.0,512.0,1.0,1.0,0.15339372752488448,0.28210383130068134,1.0,,,,,0.0692412,0.0002538,0.0002538,0.0002538,2.99e-05,2.99e-05,2.99e-05,22512,80
seed-8675309__h-16__c-64__tol-na__first_difference,8675309,16,64,,first_difference,validation,ok,,,357,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.17511093861814844,0.29081708777684423,1.1151208660984444,,,,,0.0674095,0.0002804,0.0002804,0.0002804,2.82e-05,2.82e-05,2.82e-05,22512,80
seed-8675309__h-16__c-64__tol-na__first_difference,8675309,16,64,,first_difference,test,ok,,,364,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.184584210785222,0.3123044927751089,1.107055126955146,,,,,0.0674095,0.0002804,0.0002804,0.0002804,2.91e-05,2.91e-05,2.91e-05,22512,80
seed-8675309__h-16__c-64__tol-0p01__vectorchain,8675309,16,64,0.01,vectorchain,validation,ok,,,357,5,15,16,33.84313725490196,169.2156862745098,1353.7254901960785,1.8910776361529549,0.37821552723059093,0.13756929291497252,0.22242674243998004,0.8528821451628446,True,False,False,False,4.0978672,0.0004234,0.0004234,0.0004234,5.3e-05,5.3e-05,5.3e-05,112560,368
seed-8675309__h-16__c-64__tol-0p01__vectorchain,8675309,16,64,0.01,vectorchain,test,ok,,,364,5,15,16,33.79120879120879,168.95604395604394,1351.6483516483515,1.8939837398373984,0.3787967479674797,0.14960554970909812,0.24574346767213068,0.8711099971208975,True,False,False,False,4.0978672,0.0004234,0.0004234,0.0004234,4.42e-05,4.42e-05,4.42e-05,112560,368
seed-8675309__h-16__c-64__tol-0p03__vectorchain,8675309,16,64,0.03,vectorchain,validation,ok,,,357,5,15,16,6.705882352941177,33.529411764705884,268.2352941176471,9.543859649122806,1.9087719298245613,0.1193555845629468,0.1844754209662734,0.7073600549897446,True,True,True,True,1.6817708,0.0004099,0.0004099,0.0004099,4.79e-05,4.79e-05,4.79e-05,112560,368
seed-8675309__h-16__c-64__tol-0p03__vectorchain,8675309,16,64,0.03,vectorchain,test,ok,,,364,5,15,16,6.5054945054945055,32.527472527472526,260.2197802197802,9.837837837837839,1.9675675675675677,0.12026241678112304,0.19882407684430833,0.7047904168036307,True,True,True,True,1.6817708,0.0004099,0.0004099,0.0004099,3.85e-05,3.85e-05,3.85e-05,112560,368
seed-8675309__h-16__c-64__tol-0p1__vectorchain,8675309,16,64,0.1,vectorchain,validation,ok,,,357,5,15,16,1.6666666666666667,8.333333333333334,66.66666666666667,38.4,7.68,0.08094499427168186,0.15682920056318192,0.6013522633709106,True,True,True,True,1.3729773,0.0003872,0.0003872,0.0003872,4.06e-05,4.06e-05,4.06e-05,112560,368
seed-8675309__h-16__c-64__tol-0p1__vectorchain,8675309,16,64,0.1,vectorchain,test,ok,,,364,5,15,16,1.695054945054945,8.475274725274724,67.8021978021978,37.75688816855754,7.551377633711508,0.08945166030251663,0.16765018491652936,0.5942853882684026,True,True,True,True,1.3729773,0.0003872,0.0003872,0.0003872,4.02e-05,4.02e-05,4.02e-05,112560,368
seed-8675309__h-1__c-128__tol-na__raw,8675309,1,128,,raw,validation,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.01737464058740168,0.02318972611089244,1.0,,,,,0.0554909,0.0002417,0.0002417,0.0002417,3.55e-05,3.55e-05,3.55e-05,20496,80
seed-8675309__h-1__c-128__tol-na__raw,8675309,1,128,,raw,test,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.018392479979503863,0.024501514963497565,1.0,,,,,0.0554909,0.0002417,0.0002417,0.0002417,3.18e-05,3.18e-05,3.18e-05,20496,80
seed-8675309__h-1__c-128__tol-na__first_difference,8675309,1,128,,first_difference,validation,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.019088178489616314,0.0251541397619862,1.084710515411006,,,,,0.0622888,0.0002052,0.0002052,0.0002052,2.69e-05,2.69e-05,2.69e-05,20496,80
seed-8675309__h-1__c-128__tol-na__first_difference,8675309,1,128,,first_difference,test,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.019036690294369534,0.02520868108658875,1.0288621386940653,,,,,0.0622888,0.0002052,0.0002052,0.0002052,2.83e-05,2.83e-05,2.83e-05,20496,80
seed-8675309__h-1__c-128__tol-0p01__vectorchain,8675309,1,128,0.01,vectorchain,validation,ok,,,357,5,15,16,67.63025210084034,338.1512605042017,2705.2100840336134,1.8926441351888668,0.37852882703777335,0.01895754502653192,0.026243454125540067,1.1316845227082377,False,False,False,False,8.4511736,0.0004045,0.0004045,0.0004045,4.59e-05,4.59e-05,4.59e-05,102480,368
seed-8675309__h-1__c-128__tol-0p01__vectorchain,8675309,1,128,0.01,vectorchain,test,ok,,,357,5,15,16,67.68627450980392,338.4313725490196,2707.450980392157,1.8910776361529549,0.37821552723059093,0.018654501360350458,0.026052138477446526,1.0632868423139992,True,False,False,False,8.4511736,0.0004045,0.0004045,0.0004045,3.81e-05,3.81e-05,3.81e-05,102480,368
seed-8675309__h-1__c-128__tol-0p03__vectorchain,8675309,1,128,0.03,vectorchain,validation,ok,,,357,5,15,16,12.873949579831933,64.36974789915966,514.9579831932773,9.942558746736292,1.9885117493472586,0.015992560214207887,0.02113444856243551,0.9113712021164604,True,True,True,True,2.956847,0.0003797,0.0003797,0.0003797,5.37e-05,5.37e-05,5.37e-05,102480,368
seed-8675309__h-1__c-128__tol-0p03__vectorchain,8675309,1,128,0.03,vectorchain,test,ok,,,357,5,15,16,12.473389355742297,62.36694677871149,498.9355742296919,10.261845946552885,2.052369189310577,0.017451631807939176,0.022671330729509824,0.9253032215879567,True,True,True,True,2.956847,0.0003797,0.0003797,0.0003797,3.64e-05,3.64e-05,3.64e-05,102480,368
seed-8675309__h-1__c-128__tol-0p1__vectorchain,8675309,1,128,0.1,vectorchain,validation,ok,,,357,5,15,16,2.6358543417366946,13.179271708683473,105.43417366946778,48.561105207226355,9.712221041445272,0.014543709056675598,0.018642135923564035,0.8038963390260846,True,True,True,True,2.4981018,0.0004113,0.0004113,0.0004113,4.14e-05,4.14e-05,4.14e-05,102480,368
seed-8675309__h-1__c-128__tol-0p1__vectorchain,8675309,1,128,0.1,vectorchain,test,ok,,,357,5,15,16,2.630252100840336,13.15126050420168,105.21008403361344,48.66453674121406,9.732907348242811,0.015259007494370482,0.0193227205878976,0.7886337076170453,True,True,True,True,2.4981018,0.0004113,0.0004113,0.0004113,3.63e-05,3.63e-05,3.63e-05,102480,368
seed-8675309__h-4__c-128__tol-na__raw,8675309,4,128,,raw,validation,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.04511627712487715,0.07423282133363648,1.0,,,,,0.0537053,0.0002271,0.0002271,0.0002271,2.69e-05,2.69e-05,2.69e-05,20328,80
seed-8675309__h-4__c-128__tol-na__raw,8675309,4,128,,raw,test,ok,,,364,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.04775407459989883,0.07804805261375553,1.0,,,,,0.0537053,0.0002271,0.0002271,0.0002271,2.88e-05,2.88e-05,2.88e-05,20328,80
seed-8675309__h-4__c-128__tol-na__first_difference,8675309,4,128,,first_difference,validation,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.04567476097381351,0.06565157648187069,0.884400933473918,,,,,0.0603646,0.0002733,0.0002733,0.0002733,2.83e-05,2.83e-05,2.83e-05,20328,80
seed-8675309__h-4__c-128__tol-na__first_difference,8675309,4,128,,first_difference,test,ok,,,364,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.04533165220323032,0.06562778156180321,0.8408637930606956,,,,,0.0603646,0.0002733,0.0002733,0.0002733,2.89e-05,2.89e-05,2.89e-05,20328,80
seed-8675309__h-4__c-128__tol-0p01__vectorchain,8675309,4,128,0.01,vectorchain,validation,ok,,,357,5,15,16,67.5546218487395,337.7731092436975,2702.18487394958,1.8947630302276401,0.37895260604552805,0.03827781557022298,0.057235695376054635,0.7710295034969917,True,False,False,False,8.1756687,0.0003901,0.0003901,0.0003901,3.65e-05,3.65e-05,3.65e-05,101640,368
seed-8675309__h-4__c-128__tol-0p01__vectorchain,8675309,4,128,0.01,vectorchain,test,ok,,,364,5,15,16,67.67582417582418,338.3791208791209,2707.032967032967,1.891369651700901,0.37827393034018025,0.0388077998096005,0.056598100796399396,0.7251699293061452,True,False,False,False,8.1756687,0.0003901,0.0003901,0.0003901,3.65e-05,3.65e-05,3.65e-05,101640,368
seed-8675309__h-4__c-128__tol-0p03__vectorchain,8675309,4,128,0.03,vectorchain,validation,ok,,,357,5,15,16,12.88795518207283,64.43977591036415,515.5182072829132,9.931753966529016,1.986350793305803,0.03364172341745075,0.04999384761323165,0.6734736295221257,True,True,True,True,2.9173616,0.0003947,0.0003947,0.0003947,4.35e-05,4.35e-05,4.35e-05,101640,368
seed-8675309__h-4__c-128__tol-0p03__vectorchain,8675309,4,128,0.03,vectorchain,test,ok,,,364,5,15,16,12.442307692307692,62.21153846153846,497.6923076923077,10.287480680061824,2.057496136012365,0.03535941158853644,0.05371507504033051,0.6882308173165558,True,True,True,True,2.9173616,0.0003947,0.0003947,0.0003947,3.65e-05,3.65e-05,3.65e-05,101640,368
seed-8675309__h-4__c-128__tol-0p1__vectorchain,8675309,4,128,0.1,vectorchain,validation,ok,,,357,5,15,16,2.6358543417366946,13.179271708683473,105.43417366946778,48.561105207226355,9.712221041445272,0.02476721543947727,0.03612513807581777,0.4866464378802843,True,True,True,True,2.4917366,0.0003912,0.0003912,0.0003912,4.13e-05,4.13e-05,4.13e-05,101640,368
seed-8675309__h-4__c-128__tol-0p1__vectorchain,8675309,4,128,0.1,vectorchain,test,ok,,,364,5,15,16,2.631868131868132,13.159340659340659,105.27472527472527,48.63465553235908,9.726931106471817,0.027280294555835496,0.04124664934316991,0.5284776232315683,True,True,True,True,2.4917366,0.0003912,0.0003912,0.0003912,3.82e-05,3.82e-05,3.82e-05,101640,368
seed-8675309__h-16__c-128__tol-na__raw,8675309,16,128,,raw,validation,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.1701400733266199,0.29910350360002325,1.0,,,,,0.0527481,0.0002376,0.0002376,0.0002376,2.66e-05,2.66e-05,2.66e-05,19824,80
seed-8675309__h-16__c-128__tol-na__raw,8675309,16,128,,raw,test,ok,,,364,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.1797508561029861,0.30644206974924815,1.0,,,,,0.0527481,0.0002376,0.0002376,0.0002376,2.85e-05,2.85e-05,2.85e-05,19824,80
seed-8675309__h-16__c-128__tol-na__first_difference,8675309,16,128,,first_difference,validation,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.16281805938382746,0.24551094111706434,0.8208226856659437,,,,,0.0584554,0.0002059,0.0002059,0.0002059,2.65e-05,2.65e-05,2.65e-05,19824,80
seed-8675309__h-16__c-128__tol-na__first_difference,8675309,16,128,,first_difference,test,ok,,,364,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.16136345291005375,0.24164328641979235,0.7885447537197533,,,,,0.0584554,0.0002059,0.0002059,0.0002059,2.86e-05,2.86e-05,2.86e-05,19824,80
seed-8675309__h-16__c-128__tol-0p01__vectorchain,8675309,16,128,0.01,vectorchain,validation,ok,,,357,5,15,16,67.36414565826331,336.8207282913165,2694.565826330532,1.9001205871346,0.38002411742692005,0.13787752456186625,0.2158319026899513,0.721596036462926,True,False,False,False,8.2571885,0.0004117,0.0004117,0.0004117,4.75e-05,4.75e-05,4.75e-05,99120,368
seed-8675309__h-16__c-128__tol-0p01__vectorchain,8675309,16,128,0.01,vectorchain,test,ok,,,364,5,15,16,67.56043956043956,337.8021978021978,2702.4175824175823,1.8945998698763826,0.37891997397527655,0.13678793609804896,0.21054778046603503,0.6870720480328293,True,False,False,False,8.2571885,0.0004117,0.0004117,0.0004117,3.9e-05,3.9e-05,3.9e-05,99120,368
seed-8675309__h-16__c-128__tol-0p03__vectorchain,8675309,16,128,0.03,vectorchain,validation,ok,,,357,5,15,16,12.932773109243698,64.66386554621849,517.3109243697479,9.897335932423651,1.9794671864847304,0.1295153163158982,0.21053317507311203,0.7038806718715269,True,True,True,True,2.9786782,0.0003886,0.0003886,0.0003886,4.65e-05,4.65e-05,4.65e-05,99120,368
seed-8675309__h-16__c-128__tol-0p03__vectorchain,8675309,16,128,0.03,vectorchain,test,ok,,,364,5,15,16,12.31868131868132,61.59340659340659,492.74725274725273,10.3907225691347,2.07814451382694,0.125807591263256,0.21452331226846014,0.7000452400155037,True,True,True,True,2.9786782,0.0003886,0.0003886,0.0003886,3.87e-05,3.87e-05,3.87e-05,99120,368
seed-8675309__h-16__c-128__tol-0p1__vectorchain,8675309,16,128,0.1,vectorchain,validation,ok,,,357,5,15,16,2.6218487394957983,13.109243697478991,104.87394957983193,48.82051282051282,9.764102564102565,0.11259599039427946,0.2088673311704849,0.6983112155375925,True,True,True,True,2.491782,0.0003831,0.0003831,0.0003831,3.58e-05,3.58e-05,3.58e-05,99120,368
seed-8675309__h-16__c-128__tol-0p1__vectorchain,8675309,16,128,0.1,vectorchain,test,ok,,,364,5,15,16,2.6346153846153846,13.173076923076923,105.38461538461539,48.583941605839414,9.716788321167883,0.13045283462825819,0.24897127015116619,0.8124578663591833,True,True,True,True,2.491782,0.0003831,0.0003831,0.0003831,5.53e-05,5.53e-05,5.53e-05,99120,368
