condition_id,seed,horizon,context_length,tolerance,representation,split,status,error_type,error_message,n_examples,n_representation_features,n_pooled_features,n_model_parameters,mean_input_steps,mean_input_scalar_elements,mean_input_bytes,step_reduction_factor_vs_raw,scalar_reduction_factor_vs_raw,mae,rmse,rmse_ratio_vs_raw,predictive_parity_vs_raw,structural_reduction_success,payload_reduction_success,joint_success,representation_runtime_s,train_runtime_median_s,train_runtime_q1_s,train_runtime_q3_s,inference_runtime_median_s,inference_runtime_q1_s,inference_runtime_q3_s,train_design_bytes,model_state_bytes
seed-2718__h-16__c-64__tol-0p1__vectorchain,2718,16,64,0.1,vectorchain,validation,ok,,,357,5,15,16,1.6610644257703082,8.305322128851541,66.44257703081233,38.529510961214164,7.705902192242832,0.07175400408499757,0.1404014661016124,0.539021682238697,True,True,True,True,1.3877339,0.0004208,0.0004208,0.0004208,7.07e-05,7.07e-05,7.07e-05,112560,368
seed-2718__h-16__c-64__tol-0p1__vectorchain,2718,16,64,0.1,vectorchain,test,ok,,,364,5,15,16,1.684065934065934,8.42032967032967,67.36263736263736,38.00326264274062,7.600652528548125,0.08070050918405498,0.1512309299245292,0.5360221116138902,True,True,True,True,1.3877339,0.0004208,0.0004208,0.0004208,3.75e-05,3.75e-05,3.75e-05,112560,368
seed-2718__h-1__c-128__tol-na__raw,2718,1,128,,raw,validation,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.017751394577137754,0.024164943215657,1.0,,,,,0.056041,0.0002214,0.0002214,0.0002214,3.15e-05,3.15e-05,3.15e-05,20496,80
seed-2718__h-1__c-128__tol-na__raw,2718,1,128,,raw,test,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.017642503459433436,0.02291719282907656,1.0,,,,,0.056041,0.0002214,0.0002214,0.0002214,2.87e-05,2.87e-05,2.87e-05,20496,80
seed-2718__h-1__c-128__tol-na__first_difference,2718,1,128,,first_difference,validation,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.019228285613188657,0.02570448500399102,1.0637097209206978,,,,,0.0627741,0.0002214,0.0002214,0.0002214,2.71e-05,2.71e-05,2.71e-05,20496,80
seed-2718__h-1__c-128__tol-na__first_difference,2718,1,128,,first_difference,test,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.01788904280437954,0.02335831258736715,1.0192484202397998,,,,,0.0627741,0.0002214,0.0002214,0.0002214,2.85e-05,2.85e-05,2.85e-05,20496,80
seed-2718__h-1__c-128__tol-0p01__vectorchain,2718,1,128,0.01,vectorchain,validation,ok,,,357,5,15,16,70.02521008403362,350.12605042016804,2801.0084033613443,1.827913116524661,0.36558262330493224,0.01750461641406667,0.023447677249137988,0.970317912187177,True,False,False,False,8.5782997,0.0004121,0.0004121,0.0004121,3.81e-05,3.81e-05,3.81e-05,102480,368
seed-2718__h-1__c-128__tol-0p01__vectorchain,2718,1,128,0.01,vectorchain,test,ok,,,357,5,15,16,68.81792717086834,344.08963585434174,2752.717086834734,1.859980462390101,0.3719960924780202,0.01696257843952776,0.02183257262716199,0.9526722050992894,True,False,False,False,8.5782997,0.0004121,0.0004121,0.0004121,3.85e-05,3.85e-05,3.85e-05,102480,368
seed-2718__h-1__c-128__tol-0p03__vectorchain,2718,1,128,0.03,vectorchain,validation,ok,,,357,5,15,16,13.64985994397759,68.24929971988796,545.9943977591037,9.377385594089883,1.8754771188179766,0.018367911692577385,0.025267119996940816,1.0456105678150194,True,True,True,True,3.1384526,0.0004125,0.0004125,0.0004125,5.21e-05,5.21e-05,5.21e-05,102480,368
seed-2718__h-1__c-128__tol-0p03__vectorchain,2718,1,128,0.03,vectorchain,test,ok,,,357,5,15,16,11.193277310924369,55.96638655462185,447.7310924369748,11.435435435435435,2.287087087087087,0.019197599686672197,0.02530945915184858,1.1043874064600439,False,True,True,False,3.1384526,0.0004125,0.0004125,0.0004125,3.93e-05,3.93e-05,3.93e-05,102480,368
seed-2718__h-1__c-128__tol-0p1__vectorchain,2718,1,128,0.1,vectorchain,validation,ok,,,357,5,15,16,2.619047619047619,13.095238095238095,104.76190476190476,48.872727272727275,9.774545454545455,0.01366634568988891,0.01743948704857941,0.7216854139876473,True,True,True,True,2.6341822,0.0004048,0.0004048,0.0004048,5.07e-05,5.07e-05,5.07e-05,102480,368
seed-2718__h-1__c-128__tol-0p1__vectorchain,2718,1,128,0.1,vectorchain,test,ok,,,357,5,15,16,2.61624649859944,13.081232492997199,104.64985994397759,48.92505353319058,9.785010706638117,0.013451048175608637,0.01673631299793981,0.7302950724708893,True,True,True,True,2.6341822,0.0004048,0.0004048,0.0004048,3.88e-05,3.88e-05,3.88e-05,102480,368
seed-2718__h-4__c-128__tol-na__raw,2718,4,128,,raw,validation,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.04571950785684284,0.07430632295082411,1.0,,,,,0.0574923,0.0002301,0.0002301,0.0002301,2.78e-05,2.78e-05,2.78e-05,20328,80
seed-2718__h-4__c-128__tol-na__raw,2718,4,128,,raw,test,ok,,,364,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.047281231265162066,0.07769169087645689,1.0,,,,,0.0574923,0.0002301,0.0002301,0.0002301,2.9e-05,2.9e-05,2.9e-05,20328,80
seed-2718__h-4__c-128__tol-na__first_difference,2718,4,128,,first_difference,validation,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.048005543901891,0.06935318487001489,0.933341633872972,,,,,0.0637268,0.0002175,0.0002175,0.0002175,2.79e-05,2.79e-05,2.79e-05,20328,80
seed-2718__h-4__c-128__tol-na__first_difference,2718,4,128,,first_difference,test,ok,,,364,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.04549913321204199,0.06705629369221111,0.863107662296115,,,,,0.0637268,0.0002175,0.0002175,0.0002175,3.69e-05,3.69e-05,3.69e-05,20328,80
seed-2718__h-4__c-128__tol-0p01__vectorchain,2718,4,128,0.01,vectorchain,validation,ok,,,357,5,15,16,69.99439775910363,349.9719887955182,2799.7759103641456,1.8287177845365779,0.3657435569073155,0.03885467692829014,0.056029792122509504,0.754038013152528,True,False,False,False,8.519922,0.0003961,0.0003961,0.0003961,3.84e-05,3.84e-05,3.84e-05,101640,368
seed-2718__h-4__c-128__tol-0p01__vectorchain,2718,4,128,0.01,vectorchain,test,ok,,,364,5,15,16,68.85989010989012,344.29945054945057,2754.3956043956046,1.858846997805705,0.371769399561141,0.038640307034824926,0.05795474011006669,0.7459580227469198,True,False,False,False,8.519922,0.0003961,0.0003961,0.0003961,3.91e-05,3.91e-05,3.91e-05,101640,368
seed-2718__h-4__c-128__tol-0p03__vectorchain,2718,4,128,0.03,vectorchain,validation,ok,,,357,5,15,16,13.711484593837534,68.55742296918767,548.4593837535014,9.335240040858018,1.8670480081716039,0.039277172962355555,0.0614601443673449,0.8271186344131063,True,True,True,True,3.1944475,0.0003893,0.0003893,0.0003893,4.18e-05,4.18e-05,4.18e-05,101640,368
seed-2718__h-4__c-128__tol-0p03__vectorchain,2718,4,128,0.03,vectorchain,test,ok,,,364,5,15,16,11.211538461538462,56.05769230769231,448.46153846153845,11.41680960548885,2.2833619210977703,0.04240400797838669,0.0663184389929759,0.8536104472025663,True,True,True,True,3.1944475,0.0003893,0.0003893,0.0003893,4.05e-05,4.05e-05,4.05e-05,101640,368
seed-2718__h-4__c-128__tol-0p1__vectorchain,2718,4,128,0.1,vectorchain,validation,ok,,,357,5,15,16,2.619047619047619,13.095238095238095,104.76190476190476,48.872727272727275,9.774545454545455,0.026425500775675143,0.03896413679932717,0.5243717526584328,True,True,True,True,2.6686258,0.0003738,0.0003738,0.0003738,4.3e-05,4.3e-05,4.3e-05,101640,368
seed-2718__h-4__c-128__tol-0p1__vectorchain,2718,4,128,0.1,vectorchain,test,ok,,,364,5,15,16,2.618131868131868,13.090659340659341,104.72527472527473,48.889821615949636,9.777964323189925,0.027865097640086205,0.044690595690667044,0.5752300559622618,True,True,True,True,2.6686258,0.0003738,0.0003738,0.0003738,8.08e-05,8.08e-05,8.08e-05,101640,368
seed-2718__h-16__c-128__tol-na__raw,2718,16,128,,raw,validation,ok,,,357,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.1712194260736927,0.2989272173120496,1.0,,,,,0.055452,0.0002415,0.0002415,0.0002415,2.85e-05,2.85e-05,2.85e-05,19824,80
seed-2718__h-16__c-128__tol-na__raw,2718,16,128,,raw,test,ok,,,364,1,3,4,128.0,128.0,1024.0,1.0,1.0,0.17966068686612519,0.3067078514455736,1.0,,,,,0.055452,0.0002415,0.0002415,0.0002415,2.85e-05,2.85e-05,2.85e-05,19824,80
seed-2718__h-16__c-128__tol-na__first_difference,2718,16,128,,first_difference,validation,ok,,,357,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.1703365019767765,0.26118815189804706,0.8737516585028563,,,,,0.0610472,0.0002315,0.0002315,0.0002315,2.83e-05,2.83e-05,2.83e-05,19824,80
seed-2718__h-16__c-128__tol-na__first_difference,2718,16,128,,first_difference,test,ok,,,364,1,3,4,127.0,127.0,1016.0,1.0078740157480315,1.0078740157480315,0.16273602778685214,0.24510365228088574,0.7991437164900236,,,,,0.0610472,0.0002315,0.0002315,0.0002315,4.72e-05,4.72e-05,4.72e-05,19824,80
seed-2718__h-16__c-128__tol-0p01__vectorchain,2718,16,128,0.01,vectorchain,validation,ok,,,357,5,15,16,69.82633053221288,349.13165266106444,2793.0532212885155,1.8331193838254174,0.36662387676508346,0.13893894508978574,0.21048110141051002,0.7041215694681598,True,False,False,False,8.3604087,0.0003805,0.0003805,0.0003805,6.63e-05,6.63e-05,6.63e-05,99120,368
seed-2718__h-16__c-128__tol-0p01__vectorchain,2718,16,128,0.01,vectorchain,test,ok,,,364,5,15,16,68.84065934065934,344.2032967032967,2753.6263736263736,1.859366270253013,0.3718732540506026,0.1392766503314913,0.21790769619345732,0.7104731592830639,True,False,False,False,8.3604087,0.0003805,0.0003805,0.0003805,3.83e-05,3.83e-05,3.83e-05,99120,368
seed-2718__h-16__c-128__tol-0p03__vectorchain,2718,16,128,0.03,vectorchain,validation,ok,,,357,5,15,16,13.857142857142858,69.28571428571429,554.2857142857143,9.237113402061855,1.847422680412371,0.14359737625602728,0.247798569507097,0.8289595431801063,True,True,True,True,3.0352632,0.0004075,0.0004075,0.0004075,3.62e-05,3.62e-05,3.62e-05,99120,368
seed-2718__h-16__c-128__tol-0p03__vectorchain,2718,16,128,0.03,vectorchain,test,ok,,,364,5,15,16,11.228021978021978,56.14010989010989,449.1208791208791,11.40004893564962,2.280009787129924,0.15262100463193562,0.25613475745642134,0.8351098814367109,True,True,True,True,3.0352632,0.0004075,0.0004075,0.0004075,3.67e-05,3.67e-05,3.67e-05,99120,368
seed-2718__h-16__c-128__tol-0p1__vectorchain,2718,16,128,0.1,vectorchain,validation,ok,,,357,5,15,16,2.6106442577030813,13.053221288515406,104.42577030812325,49.03004291845493,9.806008583690987,0.10078588888401943,0.18612943592269743,0.6226580423033118,True,True,True,True,2.6034266,0.0004011,0.0004011,0.0004011,3.69e-05,3.69e-05,3.69e-05,99120,368
seed-2718__h-16__c-128__tol-0p1__vectorchain,2718,16,128,0.1,vectorchain,test,ok,,,364,5,15,16,2.6126373626373627,13.063186813186814,104.50549450549451,48.992639327024186,9.798527865404836,0.12400416886928552,0.2400086070816242,0.7825316696342042,True,True,True,True,2.6034266,0.0004011,0.0004011,0.0004011,3.72e-05,3.72e-05,3.72e-05,99120,368
seed-31415__h-1__c-32__tol-na__raw,31415,1,32,,raw,validation,ok,,,357,1,3,4,32.0,32.0,256.0,1.0,1.0,0.012971888757073112,0.016376463811399643,1.0,,,,,0.0604542,0.0002548,0.0002548,0.0002548,2.73e-05,2.73e-05,2.73e-05,24528,80
seed-31415__h-1__c-32__tol-na__raw,31415,1,32,,raw,test,ok,,,357,1,3,4,32.0,32.0,256.0,1.0,1.0,0.012315052885637211,0.015328159907243568,1.0,,,,,0.0604542,0.0002548,0.0002548,0.0002548,2.82e-05,2.82e-05,2.82e-05,24528,80
seed-31415__h-1__c-32__tol-na__first_difference,31415,1,32,,first_difference,validation,ok,,,357,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.015138231757770999,0.02018727089230946,1.2327002413217631,,,,,0.0679182,0.0002372,0.0002372,0.0002372,2.73e-05,2.73e-05,2.73e-05,24528,80
seed-31415__h-1__c-32__tol-na__first_difference,31415,1,32,,first_difference,test,ok,,,357,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.015023618740332966,0.021010094696309572,1.370686032990882,,,,,0.0679182,0.0002372,0.0002372,0.0002372,2.76e-05,2.76e-05,2.76e-05,24528,80
seed-31415__h-1__c-32__tol-0p01__vectorchain,31415,1,32,0.01,vectorchain,validation,ok,,,357,5,15,16,16.73669467787115,83.68347338935574,669.4677871148459,1.9119665271966526,0.38239330543933053,0.014909730455197015,0.019852861495713837,1.2122801188553463,False,False,False,False,2.0964982,0.0004064,0.0004064,0.0004064,3.73e-05,3.73e-05,3.73e-05,122640,368
seed-31415__h-1__c-32__tol-0p01__vectorchain,31415,1,32,0.01,vectorchain,test,ok,,,357,5,15,16,17.03641456582633,85.18207282913166,681.4565826330532,1.8783294968760276,0.3756658993752055,0.014244843003125451,0.019691842355685336,1.2846840374087982,False,False,False,False,2.0964982,0.0004064,0.0004064,0.0004064,3.72e-05,3.72e-05,3.72e-05,122640,368
seed-31415__h-1__c-32__tol-0p03__vectorchain,31415,1,32,0.03,vectorchain,validation,ok,,,357,5,15,16,3.4285714285714284,17.142857142857142,137.14285714285714,9.333333333333334,1.8666666666666667,0.015228849242713099,0.019466436326699525,1.188683744603579,False,True,True,False,0.951096,0.0007425,0.0007425,0.0007425,9.08e-05,9.08e-05,9.08e-05,122640,368
seed-31415__h-1__c-32__tol-0p03__vectorchain,31415,1,32,0.03,vectorchain,test,ok,,,357,5,15,16,3.2717086834733893,16.358543417366946,130.86834733893556,9.78082191780822,1.956164383561644,0.015067373340606068,0.01973493784795339,1.2874955615923167,False,True,True,False,0.951096,0.0007425,0.0007425,0.0007425,4.6e-05,4.6e-05,4.6e-05,122640,368
seed-31415__h-1__c-32__tol-0p1__vectorchain,31415,1,32,0.1,vectorchain,validation,ok,,,357,5,15,16,1.2100840336134453,6.050420168067227,48.403361344537814,26.444444444444446,5.288888888888889,0.012866111939264934,0.016092389226893128,0.9826534844287464,True,True,True,True,0.7595846,0.0004698,0.0004698,0.0004698,3.71e-05,3.71e-05,3.71e-05,122640,368
seed-31415__h-1__c-32__tol-0p1__vectorchain,31415,1,32,0.1,vectorchain,test,ok,,,357,5,15,16,1.2212885154061626,6.106442577030812,48.851540616246496,26.20183486238532,5.240366972477065,0.01141937542761387,0.014467927497411891,0.943878951221982,True,True,True,True,0.7595846,0.0004698,0.0004698,0.0004698,3.76e-05,3.76e-05,3.76e-05,122640,368
seed-31415__h-4__c-32__tol-na__raw,31415,4,32,,raw,validation,ok,,,357,1,3,4,32.0,32.0,256.0,1.0,1.0,0.02427393387717818,0.03505614299094726,1.0,,,,,0.0607595,0.0003504,0.0003504,0.0003504,3.43e-05,3.43e-05,3.43e-05,24360,80
seed-31415__h-4__c-32__tol-na__raw,31415,4,32,,raw,test,ok,,,364,1,3,4,32.0,32.0,256.0,1.0,1.0,0.027164601556516663,0.03945943222188889,1.0,,,,,0.0607595,0.0003504,0.0003504,0.0003504,2.98e-05,2.98e-05,2.98e-05,24360,80
seed-31415__h-4__c-32__tol-na__first_difference,31415,4,32,,first_difference,validation,ok,,,357,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.032875119117388725,0.05230000436019703,1.4918927154565391,,,,,0.0684043,0.0002228,0.0002228,0.0002228,2.76e-05,2.76e-05,2.76e-05,24360,80
seed-31415__h-4__c-32__tol-na__first_difference,31415,4,32,,first_difference,test,ok,,,364,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.03619856258588567,0.05808776109551499,1.4720881123903404,,,,,0.0684043,0.0002228,0.0002228,0.0002228,2.89e-05,2.89e-05,2.89e-05,24360,80
seed-31415__h-4__c-32__tol-0p01__vectorchain,31415,4,32,0.01,vectorchain,validation,ok,,,357,5,15,16,16.69467787114846,83.4733893557423,667.7871148459384,1.9167785234899328,0.3833557046979866,0.03059558095652376,0.04747792895687405,1.354339779168933,False,False,False,False,2.0894105,0.0007989,0.0007989,0.0007989,4.74e-05,4.74e-05,4.74e-05,121800,368
seed-31415__h-4__c-32__tol-0p01__vectorchain,31415,4,32,0.01,vectorchain,test,ok,,,364,5,15,16,17.065934065934066,85.32967032967034,682.6373626373627,1.8750804893754025,0.37501609787508045,0.0322111680804649,0.049787775997173246,1.2617458790893354,False,False,False,False,2.0894105,0.0007989,0.0007989,0.0007989,3.95e-05,3.95e-05,3.95e-05,121800,368
seed-31415__h-4__c-32__tol-0p03__vectorchain,31415,4,32,0.03,vectorchain,validation,ok,,,357,5,15,16,3.4061624649859943,17.030812324929972,136.24649859943978,9.394736842105264,1.8789473684210527,0.029462005550693924,0.04162420772890343,1.187358453542715,False,True,True,False,0.94268,0.0004242,0.0004242,0.0004242,4.08e-05,4.08e-05,4.08e-05,121800,368
seed-31415__h-4__c-32__tol-0p03__vectorchain,31415,4,32,0.03,vectorchain,test,ok,,,364,5,15,16,3.2857142857142856,16.428571428571427,131.42857142857142,9.73913043478261,1.9478260869565218,0.030887413249700804,0.04491164079986313,1.138172504543788,False,True,True,False,0.94268,0.0004242,0.0004242,0.0004242,3.84e-05,3.84e-05,3.84e-05,121800,368
seed-31415__h-4__c-32__tol-0p1__vectorchain,31415,4,32,0.1,vectorchain,validation,ok,,,357,5,15,16,1.2100840336134453,6.050420168067227,48.403361344537814,26.444444444444446,5.288888888888889,0.020664011711006416,0.028618326113365514,0.8163569540652484,True,True,True,True,0.8026374,0.0005134,0.0005134,0.0005134,4.01e-05,4.01e-05,4.01e-05,121800,368
seed-31415__h-4__c-32__tol-0p1__vectorchain,31415,4,32,0.1,vectorchain,test,ok,,,364,5,15,16,1.2225274725274726,6.112637362637362,48.9010989010989,26.1752808988764,5.235056179775281,0.019894576167300847,0.028623090831822955,0.7253801998687955,True,True,True,True,0.8026374,0.0005134,0.0005134,0.0005134,3.91e-05,3.91e-05,3.91e-05,121800,368
seed-31415__h-16__c-32__tol-na__raw,31415,16,32,,raw,validation,ok,,,357,1,3,4,32.0,32.0,256.0,1.0,1.0,0.10279550189232504,0.17904818809291334,1.0,,,,,0.0602615,0.0004168,0.0004168,0.0004168,4.86e-05,4.86e-05,4.86e-05,23856,80
seed-31415__h-16__c-32__tol-na__raw,31415,16,32,,raw,test,ok,,,364,1,3,4,32.0,32.0,256.0,1.0,1.0,0.116854536827524,0.20393689481290148,1.0,,,,,0.0602615,0.0004168,0.0004168,0.0004168,5.3e-05,5.3e-05,5.3e-05,23856,80
seed-31415__h-16__c-32__tol-na__first_difference,31415,16,32,,first_difference,validation,ok,,,357,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.13641610166428808,0.23878434568096443,1.3336317346984392,,,,,0.0774039,0.0002796,0.0002796,0.0002796,2.78e-05,2.78e-05,2.78e-05,23856,80
seed-31415__h-16__c-32__tol-na__first_difference,31415,16,32,,first_difference,test,ok,,,364,1,3,4,31.0,31.0,248.0,1.032258064516129,1.032258064516129,0.14890712363012493,0.2648043177413186,1.2984620462337573,,,,,0.0774039,0.0002796,0.0002796,0.0002796,2.89e-05,2.89e-05,2.89e-05,23856,80
seed-31415__h-16__c-32__tol-0p01__vectorchain,31415,16,32,0.01,vectorchain,validation,ok,,,357,5,15,16,16.593837535014007,82.96918767507003,663.7535014005603,1.9284267386900742,0.3856853477380148,0.13010748618985518,0.22559227914973756,1.2599528738747756,False,False,False,False,2.0705645,0.0003983,0.0003983,0.0003983,5.44e-05,5.44e-05,5.44e-05,119280,368
seed-31415__h-16__c-32__tol-0p01__vectorchain,31415,16,32,0.01,vectorchain,test,ok,,,364,5,15,16,17.041208791208792,85.20604395604396,681.6483516483516,1.8778010640012897,0.3755602128002579,0.13342172142142839,0.23892438192833812,1.171560360117944,False,False,False,False,2.0705645,0.0003983,0.0003983,0.0003983,3.81e-05,3.81e-05,3.81e-05,119280,368
seed-31415__h-16__c-32__tol-0p03__vectorchain,31415,16,32,0.03,vectorchain,validation,ok,,,357,5,15,16,3.2857142857142856,16.428571428571427,131.42857142857142,9.73913043478261,1.9478260869565218,0.11302788457604107,0.18383763531605812,1.0267494872422802,True,True,True,True,0.9385998,0.000515,0.000515,0.000515,4.62e-05,4.62e-05,4.62e-05,119280,368
seed-31415__h-16__c-32__tol-0p03__vectorchain,31415,16,32,0.03,vectorchain,test,ok,,,364,5,15,16,3.3543956043956045,16.771978021978022,134.17582417582418,9.539721539721539,1.907944307944308,0.11614645763169819,0.19364413499180455,0.9495296825493992,True,True,True,True,0.9385998,0.000515,0.000515,0.000515,4.48e-05,4.48e-05,4.48e-05,119280,368
seed-31415__h-16__c-32__tol-0p1__vectorchain,31415,16,32,0.1,vectorchain,validation,ok,,,357,5,15,16,1.2100840336134453,6.050420168067227,48.403361344537814,26.444444444444446,5.288888888888889,0.09124434947581339,0.16858329016912102,0.9415526175648212,True,True,True,True,0.7306252,0.0005134,0.0005134,0.0005134,4.5e-05,4.5e-05,4.5e-05,119280,368
seed-31415__h-16__c-32__tol-0p1__vectorchain,31415,16,32,0.1,vectorchain,test,ok,,,364,5,15,16,1.2225274725274726,6.112637362637362,48.9010989010989,26.1752808988764,5.235056179775281,0.08246606148364594,0.16275984707840646,0.798089267896953,True,True,True,True,0.7306252,0.0005134,0.0005134,0.0005134,4.6e-05,4.6e-05,4.6e-05,119280,368
seed-31415__h-1__c-64__tol-na__raw,31415,1,64,,raw,validation,ok,,,357,1,3,4,64.0,64.0,512.0,1.0,1.0,0.014905524111381477,0.01935007654134229,1.0,,,,,0.0592718,0.000352,0.000352,0.000352,3.11e-05,3.11e-05,3.11e-05,23184,80
seed-31415__h-1__c-64__tol-na__raw,31415,1,64,,raw,test,ok,,,357,1,3,4,64.0,64.0,512.0,1.0,1.0,0.014757242681103181,0.01919115887356014,1.0,,,,,0.0592718,0.000352,0.000352,0.000352,3.15e-05,3.15e-05,3.15e-05,23184,80
seed-31415__h-1__c-64__tol-na__first_difference,31415,1,64,,first_difference,validation,ok,,,357,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.01859723675281547,0.026995783345976035,1.3951254036798435,,,,,0.066595,0.0002662,0.0002662,0.0002662,3.71e-05,3.71e-05,3.71e-05,23184,80
seed-31415__h-1__c-64__tol-na__first_difference,31415,1,64,,first_difference,test,ok,,,357,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.019128051497454765,0.0278570580713848,1.451556847344105,,,,,0.066595,0.0002662,0.0002662,0.0002662,5.47e-05,5.47e-05,5.47e-05,23184,80
seed-31415__h-1__c-64__tol-0p01__vectorchain,31415,1,64,0.01,vectorchain,validation,ok,,,357,5,15,16,33.49299719887955,167.46498599439775,1339.719887955182,1.9108472024755374,0.3821694404951075,0.016931234102002573,0.02361853739543724,1.2205914196243717,False,False,False,False,4.2314744,0.0004051,0.0004051,0.0004051,3.64e-05,3.64e-05,3.64e-05,115920,368
seed-31415__h-1__c-64__tol-0p01__vectorchain,31415,1,64,0.01,vectorchain,test,ok,,,357,5,15,16,34.29131652661064,171.45658263305322,1371.6526610644257,1.8663617056036597,0.37327234112073193,0.016382311069243927,0.023301266814907517,1.2141667404468166,False,False,False,False,4.2314744,0.0004051,0.0004051,0.0004051,3.76e-05,3.76e-05,3.76e-05,115920,368
seed-31415__h-1__c-64__tol-0p03__vectorchain,31415,1,64,0.03,vectorchain,validation,ok,,,357,5,15,16,6.067226890756302,30.33613445378151,242.6890756302521,10.54847645429363,2.109695290858726,0.01601273842636122,0.021151651165950778,1.0931042634771673,True,True,True,True,1.6501646,0.0004141,0.0004141,0.0004141,4.05e-05,4.05e-05,4.05e-05,115920,368
seed-31415__h-1__c-64__tol-0p03__vectorchain,31415,1,64,0.03,vectorchain,test,ok,,,357,5,15,16,6.0588235294117645,30.294117647058822,242.35294117647058,10.563106796116505,2.112621359223301,0.015721919745959167,0.020907595965666628,1.0894389496442156,True,True,True,True,1.6501646,0.0004141,0.0004141,0.0004141,3.65e-05,3.65e-05,3.65e-05,115920,368
seed-31415__h-1__c-64__tol-0p1__vectorchain,31415,1,64,0.1,vectorchain,validation,ok,,,357,5,15,16,1.680672268907563,8.403361344537815,67.22689075630252,38.08,7.616,0.012290501428001218,0.015556982412287413,0.8039752390151653,True,True,True,True,1.2830406,0.0003904,0.0003904,0.0003904,3.96e-05,3.96e-05,3.96e-05,115920,368
seed-31415__h-1__c-64__tol-0p1__vectorchain,31415,1,64,0.1,vectorchain,test,ok,,,357,5,15,16,1.6638655462184875,8.319327731092438,66.5546218487395,38.464646464646464,7.692929292929293,0.011058929642732699,0.013793501816946633,0.7187425161671755,True,True,True,True,1.2830406,0.0003904,0.0003904,0.0003904,3.53e-05,3.53e-05,3.53e-05,115920,368
seed-31415__h-4__c-64__tol-na__raw,31415,4,64,,raw,validation,ok,,,357,1,3,4,64.0,64.0,512.0,1.0,1.0,0.034345866050583866,0.055754804717566706,1.0,,,,,0.0548705,0.0002355,0.0002355,0.0002355,2.63e-05,2.63e-05,2.63e-05,23016,80
seed-31415__h-4__c-64__tol-na__raw,31415,4,64,,raw,test,ok,,,364,1,3,4,64.0,64.0,512.0,1.0,1.0,0.038435747611486805,0.06256652873905928,1.0,,,,,0.0548705,0.0002355,0.0002355,0.0002355,2.77e-05,2.77e-05,2.77e-05,23016,80
seed-31415__h-4__c-64__tol-na__first_difference,31415,4,64,,first_difference,validation,ok,,,357,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.04634456972178642,0.0751317330923172,1.3475382699824145,,,,,0.0631742,0.0002223,0.0002223,0.0002223,2.69e-05,2.69e-05,2.69e-05,23016,80
seed-31415__h-4__c-64__tol-na__first_difference,31415,4,64,,first_difference,test,ok,,,364,1,3,4,63.0,63.0,504.0,1.0158730158730158,1.0158730158730158,0.049047568875155975,0.07994003747626172,1.277680559994955,,,,,0.0631742,0.0002223,0.0002223,0.0002223,2.8e-05,2.8e-05,2.8e-05,23016,80
seed-31415__h-4__c-64__tol-0p01__vectorchain,31415,4,64,0.01,vectorchain,validation,ok,,,357,5,15,16,33.42857142857143,167.14285714285714,1337.142857142857,1.9145299145299144,0.38290598290598293,0.035930877754099214,0.05373156603728771,0.9637118506552399,True,False,False,False,4.0145902,0.0004172,0.0004172,0.0004172,4.12e-05,4.12e-05,4.12e-05,115080,368
seed-31415__h-4__c-64__tol-0p01__vectorchain,31415,4,64,0.01,vectorchain,test,ok,,,364,5,15,16,34.34065934065934,171.7032967032967,1373.6263736263736,1.8636799999999998,0.372736,0.03722765631452071,0.05665241024583793,0.9054747224688323,True,False,False,False,4.0145902,0.0004172,0.0004172,0.0004172,3.64e-05,3.64e-05,3.64e-05,115080,368
seed-31415__h-4__c-64__tol-0p03__vectorchain,31415,4,64,0.03,vectorchain,validation,ok,,,357,5,15,16,6.033613445378151,30.168067226890756,241.34453781512605,10.607242339832869,2.121448467966574,0.030310570272187358,0.04346004802741885,0.7794852523934295,True,True,True,True,1.7118599,0.0004257,0.0004257,0.0004257,4.11e-05,4.11e-05,4.11e-05,115080,368
