representation,split,horizon,context_length,tolerance,n_seeds,n_successes,n_failures,mae_mean,mae_median,rmse_mean,rmse_median,rmse_q1,rmse_q3,rmse_min,rmse_max,rmse_ratio_vs_raw_mean,rmse_ratio_vs_raw_median,mean_input_steps,mean_input_scalar_elements,mean_input_bytes,step_reduction_factor_vs_raw_mean,scalar_reduction_factor_vs_raw_mean,predictive_parity_rate,structural_reduction_success_rate,payload_reduction_success_rate,joint_success_rate,robust_cell,representation_runtime_median_s
vectorchain,validation,4,128,0.1,5,5,0,0.023739669650531564,0.023173242902950607,0.035659829652785316,0.03527219645270353,0.03479138484619092,0.03612513807581777,0.03314629208988719,0.03896413679932717,0.4816564650517643,0.4764899591812811,2.6291316526610644,13.145658263305322,105.16526610644257,48.68577512362505,9.73715502472501,1.0,1.0,1.0,1.0,True,2.5079756
vectorchain,validation,16,32,0.01,5,5,0,0.12925481837850644,0.1299856350530172,0.22574048170827518,0.22559227914973756,0.22245632129812215,0.23007585051537469,0.21833790840521242,0.23224004917292906,1.2626017736884392,1.2599528738747756,17.03249299719888,85.1624649859944,681.2997198879552,1.8793760731150324,0.3758752146230065,0.0,0.0,0.0,0.0,False,2.0989257
vectorchain,validation,16,32,0.03,5,5,0,0.12386578353933428,0.1244066981551316,0.21062848202680945,0.2163157353389594,0.21495869444691515,0.21662746374490702,0.18383763531605812,0.22140288128720753,1.1780783424785952,1.209277737941791,3.3971988795518206,16.985994397759104,135.88795518207283,9.44476778867027,1.888953557734054,0.2,1.0,1.0,0.2,False,0.9315939
vectorchain,validation,16,32,0.1,5,5,0,0.09292370674569216,0.09124434947581339,0.17683103390847968,0.16858329016912102,0.16142769722320743,0.20327461892577142,0.09652461839439605,0.25434494482990255,0.9900484642430349,0.9415526175648212,1.2106442577030812,6.053221288515406,48.42577030812325,26.432456643799135,5.286491328759826,0.6,1.0,1.0,0.6,False,0.7484487
vectorchain,validation,16,64,0.01,5,5,0,0.13741743956991126,0.13756929291497252,0.22002918268864646,0.22242674243998004,0.2107795738551283,0.2238792444099595,0.20336580509824215,0.23969454763992237,0.8442960344265336,0.8528821451628446,34.20840336134454,171.0420168067227,1368.3361344537816,1.8716765371108401,0.37433530742216803,1.0,0.0,0.0,0.0,False,4.0795406
vectorchain,validation,16,64,0.03,5,5,0,0.11925489092749213,0.11982318189085552,0.18657563989523024,0.18869294932175712,0.1844754209662734,0.18937723417183822,0.16688197048633358,0.20345062452994903,0.7159088549142238,0.7216412105107043,6.307002801120449,31.535014005602243,252.28011204481794,10.1912053683794,2.03824107367588,1.0,1.0,1.0,1.0,True,1.6392824
vectorchain,validation,16,64,0.1,5,5,0,0.0788655804530826,0.08024329296792256,0.15671977166267376,0.15432743848427335,0.1404014661016124,0.15682920056318192,0.13102093513062976,0.20101981803367133,0.6014455963182622,0.5902130414682428,1.6649859943977592,8.324929971988798,66.59943977591038,38.43970146221256,7.68794029244251,1.0,1.0,1.0,1.0,True,1.3729773
vectorchain,validation,16,128,0.01,5,5,0,0.13013866480813724,0.13419160333251448,0.19999895858473074,0.21048110141051002,0.1802792968678053,0.2158319026899513,0.1765900461956185,0.21681244575976852,0.6691458753381138,0.7041215694681598,68.34397759103642,341.71988795518206,2733.7591036414565,1.8735626626473418,0.3747125325294684,1.0,0.0,0.0,0.0,False,8.3300089
vectorchain,validation,16,128,0.03,5,5,0,0.1268456576804076,0.12593161083323842,0.21194030972591094,0.21053317507311203,0.20908070809646084,0.21159524212283748,0.18069385383004724,0.247798569507097,0.7090459822808377,0.7038806718715269,12.016806722689076,60.08403361344538,480.672268907563,10.747360553258572,2.1494721106517147,1.0,1.0,1.0,1.0,True,3.0273277
vectorchain,validation,16,128,0.1,5,5,0,0.10420051469344674,0.10078588888401943,0.1944218706144035,0.18612943592269743,0.18394520364383854,0.2088673311704849,0.178038886808742,0.21512849552625457,0.6503757551891731,0.6226580423033118,2.6179271708683474,13.089635854341736,104.71708683473389,48.894105303965276,9.778821060793055,1.0,1.0,1.0,1.0,True,2.5084571
